Agency,Agency w/ USSR,Category,Launch Year,Tag,Years
,Soviet Union,O,1987,1987-074,
,Soviet Union,O,1987,1987-076,
,Soviet Union,O,1987,1987-079,
,Soviet Union,O,1987,1987-082,
,Soviet Union,O,1987,1987-083,
,Soviet Union,O,1987,1987-085,
,Soviet Union,O,1987,1987-086,
,Soviet Union,O,1987,1987-087,
,Soviet Union,O,1987,1987-088,
,Soviet Union,O,1987,1987-089,
,Soviet Union,O,1987,1987-091,
,Soviet Union,O,1987,1987-092,
,Soviet Union,O,1987,1987-093,
,Soviet Union,O,1987,1987-094,
,Soviet Union,O,1987,1987-096,
,Soviet Union,O,1987,1987-098,
,Soviet Union,O,1987,1987-099,
,Soviet Union,O,1987,1987-100,
,Soviet Union,O,1987,1987-101,
,Soviet Union,O,1987,1987-102,
,Soviet Union,O,1987,1987-103,
,Soviet Union,O,1987,1987-105,
,Soviet Union,O,1987,1987-106,
,Soviet Union,O,1987,1987-109,
,Soviet Union,O,1987,1987-110,
,Soviet Union,O,1988,1988-001,
,Soviet Union,O,1988,1988-002,
,Soviet Union,O,1988,1988-003,
,Soviet Union,O,1988,1988-004,
,Soviet Union,O,1988,1988-005,
,Soviet Union,O,1988,1988-009,
,Soviet Union,O,1988,1988-010,
,Soviet Union,O,1988,1988-013,
,Soviet Union,O,1988,1988-015,
,Soviet Union,O,1988,1988-016,
,Soviet Union,O,1988,1988-017,
,Soviet Union,O,1988,1988-019,
,Soviet Union,O,1988,1988-022,
,Soviet Union,O,1988,1988-023,
,Soviet Union,O,1988,1988-024,
,Soviet Union,O,1988,1988-025,
,Soviet Union,O,1988,1988-027,
,Soviet Union,O,1988,1988-028,
,Soviet Union,O,1988,1988-029,
,Soviet Union,O,1988,1988-030,
,Soviet Union,O,1988,1988-031,
,Soviet Union,O,1988,1988-034,
,Soviet Union,O,1988,1988-035,
,Soviet Union,O,1988,1988-036,
,Soviet Union,O,1988,1988-037,
,Soviet Union,O,1988,1988-038,
,Soviet Union,O,1988,1988-039,
,Soviet Union,O,1988,1988-041,
,Soviet Union,O,1988,1988-043,
,Soviet Union,O,1988,1988-046,
,Soviet Union,O,1988,1988-048,
,Soviet Union,O,1988,1988-049,
,Soviet Union,O,1988,1988-054,
,Soviet Union,O,1988,1988-055,
,Soviet Union,O,1988,1988-056,
,Soviet Union,O,1988,1988-057,
,Soviet Union,O,1988,1988-058,
,Soviet Union,O,1988,1988-061,
,Soviet Union,O,1988,1988-064,
,Soviet Union,O,1988,1988-065,
,Soviet Union,O,1988,1988-066,
,Soviet Union,O,1988,1988-068,
,Soviet Union,O,1988,1988-069,
,Soviet Union,O,1988,1988-070,
,Soviet Union,O,1988,1988-071,
,Soviet Union,O,1988,1988-072,
,Soviet Union,O,1988,1988-073,
,Soviet Union,O,1988,1988-075,
,Soviet Union,O,1988,1988-079,
,Soviet Union,O,1988,1988-082,
,Soviet Union,O,1988,1988-083,
,Soviet Union,O,1988,1988-084,
,Soviet Union,O,1988,1988-085,
,Soviet Union,O,1988,1988-088,
,Soviet Union,O,1988,1988-090,
,Soviet Union,O,1988,1988-092,
,Soviet Union,O,1988,1988-093,
,Soviet Union,O,1988,1988-096,
,Soviet Union,O,1988,1988-097,
,Soviet Union,O,1988,1988-100,
,Soviet Union,O,1988,1988-101,
,Soviet Union,O,1988,1988-104,
,Soviet Union,O,1988,1988-105,
,Soviet Union,O,1988,1988-107,
,Soviet Union,O,1988,1988-110,
,Soviet Union,O,1988,1988-113,
,Soviet Union,O,1989,1989-001,
,Soviet Union,O,1989,1989-002,
,Soviet Union,O,1989,1989-003,
,Soviet Union,O,1989,1989-004,
,Soviet Union,O,1989,1989-007,
,Soviet Union,O,1989,1989-009,
,Soviet Union,O,1989,1989-010,
,Soviet Union,O,1989,1989-012,
,Soviet Union,O,1989,1989-015,
,Soviet Union,O,1989,1989-017,
,Soviet Union,O,1989,1989-018,
,Soviet Union,O,1989,1989-019,
,Soviet Union,O,1989,1989-023,
,Soviet Union,O,1989,1989-024,
,Soviet Union,O,1989,1989-025,
,Soviet Union,O,1989,1989-028,
,Soviet Union,O,1989,1989-029,
,Soviet Union,O,1989,1989-030,
,Soviet Union,O,1989,1989-031,
,Soviet Union,O,1989,1989-032,
,Soviet Union,O,1989,1989-034,
,Soviet Union,O,1989,1989-036,
,Soviet Union,O,1989,1989-037,
,Soviet Union,O,1989,1989-038,
,Soviet Union,O,1989,1989-040,
,Soviet Union,O,1989,1989-042,
,Soviet Union,O,1989,1989-043,
,Soviet Union,O,1989,1989-045,
,Soviet Union,O,1989,1989-047,
,Soviet Union,O,1989,1989-048,
,Soviet Union,O,1989,1989-049,
,Soviet Union,O,1989,1989-050,
,Soviet Union,O,1989,1989-051,
,Soviet Union,O,1989,1989-054,
,Soviet Union,O,1989,1989-055,
,Soviet Union,O,1989,1989-058,
,Soviet Union,O,1989,1989-059,
,Soviet Union,O,1989,1989-060,
,Soviet Union,O,1989,1989-063,
,Soviet Union,O,1989,1989-066,
,Soviet Union,O,1989,1989-068,
,Soviet Union,O,1989,1989-071,
,Soviet Union,O,1989,1989-073,
,Soviet Union,O,1989,1989-074,
,Soviet Union,O,1989,1989-075,
,Soviet Union,O,1989,1989-078,
,Soviet Union,O,1989,1989-079,
,Soviet Union,O,1989,1989-080,
,Soviet Union,O,1989,1989-081,
,Soviet Union,O,1989,1989-082,
,Soviet Union,O,1989,1989-088,
,Soviet Union,O,1989,1989-091,
,Soviet Union,O,1989,1989-092,
,Soviet Union,O,1989,1989-094,
,Soviet Union,O,1989,1989-095,
,Soviet Union,O,1989,1989-100,
,Soviet Union,O,1989,1989-101,
,Soviet Union,O,1990,1990-003,1990s
,Soviet Union,O,1990,1990-004,1990s
,Soviet Union,O,1990,1990-006,1990s
,Soviet Union,O,1990,1990-009,1990s
,Soviet Union,O,1990,1990-010,1990s
,Soviet Union,O,1990,1990-012,1990s
,Soviet Union,O,1990,1990-017,1990s
,Soviet Union,O,1990,1990-018,1990s
,Soviet Union,O,1990,1990-020,1990s
,Soviet Union,O,1990,1990-022,1990s
,Soviet Union,O,1990,1990-023,1990s
,Soviet Union,O,1990,1990-024,1990s
,Soviet Union,O,1990,1990-026,1990s
,Soviet Union,O,1990,1990-029,1990s
,Soviet Union,O,1990,1990-032,1990s
,Soviet Union,O,1990,1990-036,1990s
,Soviet Union,O,1990,1990-038,1990s
,Soviet Union,O,1990,1990-039,1990s
,Soviet Union,O,1990,1990-040,1990s
,Soviet Union,O,1990,1990-041,1990s
,Soviet Union,O,1990,1990-045,1990s
,Soviet Union,O,1990,1990-046,1990s
,Soviet Union,O,1990,1990-048,1990s
,Soviet Union,O,1990,1990-053,1990s
,Soviet Union,O,1990,1990-054,1990s
,Soviet Union,O,1990,1990-055,1990s
,Soviet Union,O,1990,1990-057,1990s
,Soviet Union,O,1990,1990-058,1990s
,Soviet Union,O,1990,1990-060,1990s
,Soviet Union,O,1990,1990-061,1990s
,Soviet Union,O,1990,1990-062,1990s
,Soviet Union,O,1990,1990-064,1990s
,Soviet Union,O,1990,1990-066,1990s
,Soviet Union,O,1990,1990-067,1990s
,Soviet Union,O,1990,1990-069,1990s
,Soviet Union,O,1990,1990-070,1990s
,Soviet Union,O,1990,1990-071,1990s
,Soviet Union,O,1990,1990-072,1990s
,Soviet Union,O,1990,1990-073,1990s
,Soviet Union,O,1990,1990-075,1990s
,Soviet Union,O,1990,1990-076,1990s
,Soviet Union,O,1990,1990-078,1990s
,Soviet Union,O,1990,1990-080,1990s
,Soviet Union,O,1990,1990-082,1990s
,Soviet Union,O,1990,1990-083,1990s
,Soviet Union,O,1990,1990-084,1990s
,Soviet Union,O,1990,1990-085,1990s
,Soviet Union,O,1990,1990-092,1990s
,Soviet Union,O,1990,1990-094,1990s
,Soviet Union,O,1990,1990-099,1990s
,Soviet Union,O,1990,1990-101,1990s
,Soviet Union,O,1990,1990-102,1990s
,Soviet Union,O,1990,1990-104,1990s
,Soviet Union,O,1990,1990-107,1990s
,Soviet Union,O,1990,1990-108,1990s
,Soviet Union,O,1990,1990-112,1990s
,Soviet Union,O,1990,1990-114,1990s
,Soviet Union,O,1990,1990-115,1990s
,Soviet Union,O,1990,1990-116,1990s
,Soviet Union,O,1991,1991-002,
,Soviet Union,O,1991,1991-004,
,Soviet Union,O,1991,1991-005,
,Soviet Union,O,1991,1991-006,
,Soviet Union,O,1991,1991-007,
,Soviet Union,O,1991,1991-008,
,Soviet Union,O,1991,1991-009,
,Soviet Union,O,1991,1991-010,
,Soviet Union,O,1991,1991-011,
,Soviet Union,O,1991,1991-012,
,Soviet Union,O,1991,1991-014,
,Soviet Union,O,1991,1991-016,
,Soviet Union,O,1991,1991-019,
,Soviet Union,O,1991,1991-020,
,Soviet Union,O,1991,1991-021,
,Soviet Union,O,1991,1991-022,
,Soviet Union,O,1991,1991-023,
,Soviet Union,O,1991,1991-024,
,Soviet Union,O,1991,1991-030,
,Soviet Union,O,1991,1991-033,
,Soviet Union,O,1991,1991-035,
,Soviet Union,O,1991,1991-036,
,Soviet Union,O,1991,1991-041,
,Soviet Union,O,1991,1991-042,
,Soviet Union,O,1991,1991-044,
,Soviet Union,O,1991,1991-046,
,Soviet Union,O,1991,1991-048,
,Soviet Union,O,1991,1991-052,
,Soviet Union,O,1991,1991-053,
,Soviet Union,O,1991,1991-056,
,Soviet Union,O,1991,1991-057,
,Soviet Union,O,1991,1991-058,
,Soviet Union,O,1991,1991-059,
,Soviet Union,O,1991,1991-064,
,Soviet Union,O,1991,1991-068,
,Soviet Union,O,1991,1991-069,
,Soviet Union,O,1991,1991-070,
,Soviet Union,O,1991,1991-071,
,Soviet Union,O,1991,1991-072,
,Soviet Union,O,1991,1991-073,
,Soviet Union,O,1991,1991-074,
,Soviet Union,O,1991,1991-077,
,Soviet Union,O,1991,1991-078,
,Soviet Union,O,1991,1991-079,
,Soviet Union,O,1991,1991-081,
,Soviet Union,O,1991,1991-086,
,Soviet Union,O,1991,1991-087,
AE,AE,O,1984,1984-049,
AE,AE,O,1984,1984-081,
AE,AE,O,1984,1984-114,
AE,AE,O,1985,1985-015,
AE,AE,O,1985,1985-056,
AE,AE,O,1986,1986-019,
AE,AE,O,1986,1986-026,
AE,AE,O,1987,1987-078,
AE,AE,O,1987,1987-095,
AE,AE,O,1988,1988-018,
AE,AE,O,1988,1988-040,
AE,AE,O,1988,1988-051,
AE,AE,O,1988,1988-081,
AE,AE,O,1988,1988-098,
AE,AE,O,1989,1989-006,
AE,AE,O,1989,1989-020,
AE,AE,O,1989,1989-027,
AE,AE,O,1989,1989-041,
AE,AE,O,1989,1989-062,
AE,AE,O,1989,1989-087,
AE,AE,O,1990,1990-005,1990s
AE,AE,O,1990,1990-063,1990s
AE,AE,O,1990,1990-079,1990s
AE,AE,O,1990,1990-100,1990s
AE,AE,O,1991,1991-015,
AE,AE,O,1991,1991-026,
AE,AE,O,1991,1991-050,
AE,AE,O,1991,1991-055,
AE,AE,O,1991,1991-067,
AE,AE,O,1991,1991-075,
AE,AE,O,1991,1991-084,
AE,AE,O,1992,1992-010,
AE,AE,O,1992,1992-041,
AE,AE,O,1992,1992-060,
AE,AE,O,1992,1992-072,
AE,AE,O,1992,1992-084,
AE,AE,O,1993,1993-031,
AE,AE,O,1993,1993-039,
AE,AE,O,1993,1993-061,
AE,AE,O,1993,1993-066,
AE,AE,O,1993,1993-073,
AE,AE,O,1993,1993-078,
AE,AE,O,1994,1994-034,
AE,AE,O,1994,1994-040,
AE,AE,O,1994,1994-058,
AE,AE,O,1994,1994-065,
AE,AE,O,1994,1994-070,
AE,AE,O,1995,1995-016,
AE,AE,O,1995,1995-021,
AE,AE,O,1995,1995-023,
AE,AE,O,1995,1995-029,
AE,AE,O,1995,1995-033,
AE,AE,O,1995,1995-040,
AE,AE,O,1995,1995-055,
AE,AE,O,1995,1995-062,
AE,AE,O,1995,1995-067,
AE,AE,O,1996,1996-002,
AE,AE,O,1996,1996-015,
AE,AE,O,1996,1996-022,
AE,AE,O,1996,1996-030,
AE,AE,O,1996,1996-035,
AE,AE,O,1996,1996-040,
AE,AE,O,1996,1996-055,
AE,AE,O,1997,1997-002,
AE,AE,O,1997,1997-009,
AE,AE,O,1997,1997-027,
AE,AE,O,1997,1997-040,
AE,AE,O,1997,1997-049,
AE,AE,O,1997,1997-071,
AE,AE,O,1997,1997-075,
AE,AE,O,1997,1997-083,
AE,AE,O,1998,1998-006,
AE,AE,O,1998,1998-017,
AE,AE,O,1998,1998-024,
AE,AE,O,1998,1998-049,
AE,AE,O,1998,1998-052,
AE,AE,O,1998,1998-056,
AE,AE,O,1998,1998-063,
AE,AE,O,1998,1998-070,
AE,AE,O,1998,1998-075,
AE,AE,O,1999,1999-016,
AE,AE,O,1999,1999-042,
AE,AE,O,1999,1999-046,
AE,AE,O,1999,1999-052,
AE,AE,O,1999,1999-064,
AE,AE,O,1999,1999-066,
AE,AE,O,1999,1999-071,
AE,AE,O,2000,2000-002,2000s
AE,AE,O,2000,2000-012,2000s
AE,AE,O,2000,2000-016,2000s
AE,AE,O,2000,2000-020,2000s
AE,AE,O,2000,2000-046,2000s
AE,AE,O,2000,2000-052,2000s
AE,AE,O,2000,2000-054,2000s
AE,AE,O,2000,2000-060,2000s
AE,AE,O,2000,2000-072,2000s
AE,AE,O,2000,2000-076,2000s
AE,AE,O,2000,2000-081,2000s
AE,AE,O,2001,2001-002,
AE,AE,O,2001,2001-005,
AE,AE,O,2001,2001-011,
AE,AE,O,2001,2001-024,
AE,AE,O,2001,2001-029,
AE,AE,O,2001,2001-039,
AE,AE,O,2001,2001-042,
AE,AE,O,2002,2002-007,
AE,AE,O,2002,2002-009,
AE,AE,O,2002,2002-015,
AE,AE,O,2002,2002-019,
AE,AE,O,2002,2002-021,
AE,AE,O,2002,2002-027,
AE,AE,O,2002,2002-035,
AE,AE,O,2002,2002-040,
AE,AE,O,2002,2002-041,
AE,AE,O,2002,2002-057,
AE,AE,O,2003,2003-007,
AE,AE,O,2003,2003-013,
AE,AE,O,2003,2003-028,
AE,AE,O,2003,2003-043,
AE,AE,O,2004,2004-006,
AE,AE,O,2004,2004-027,
AE,AE,O,2004,2004-049,
AE,AE,O,2005,2005-028,
AE,AE,O,2005,2005-041,
AE,AE,O,2005,2005-049,
AE,AE,O,2006,2006-007,
AE,AE,O,2006,2006-020,
AE,AE,O,2006,2006-033,
AE,AE,O,2006,2006-043,
AE,AE,O,2006,2006-054,
AE,AE,O,2007,2007-007,
AE,AE,O,2007,2007-016,
AE,AE,O,2007,2007-036,
AE,AE,O,2007,2007-044,
AE,AE,O,2007,2007-056,
AE,AE,O,2007,2007-063,
AE,AE,O,2008,2008-008,
AE,AE,O,2008,2008-018,
AE,AE,O,2008,2008-030,
AE,AE,O,2008,2008-034,
AE,AE,O,2008,2008-038,
AE,AE,O,2009,2009-008,
AE,AE,O,2009,2009-026,
AE,AE,O,2009,2009-044,
AE,AE,O,2009,2009-054,
AE,AE,O,2009,2009-073,
AE,AE,O,2010,2010-021,2010s
AE,AE,O,2010,2010-032,2010s
AE,AE,O,2010,2010-037,2010s
AE,AE,O,2010,2010-056,2010s
AE,AE,O,2010,2010-065,2010s
AE,AE,O,2010,2010-070,2010s
AE,AE,O,2011,2011-007,
AE,AE,O,2011,2011-016,
AE,AE,O,2011,2011-022,
AE,AE,O,2011,2011-041,
AE,AE,O,2011,2011-060,
AE,AE,O,2011,2011-076,
AE,AE,O,2012,2012-010,
AE,AE,O,2012,2012-023,
AE,AE,O,2012,2012-035,
AE,AE,O,2012,2012-051,
AE,AE,O,2012,2012-055,
AE,AE,O,2012,2012-062,
AE,AE,O,2013,2013-006,
AE,AE,O,2013,2013-021,
AE,AE,O,2013,2013-027,
AE,AE,O,2013,2013-031,
AE,AE,O,2013,2013-038,
AE,AE,O,2013,2013-044,
AE,AE,O,2014,2014-006,
AE,AE,O,2014,2014-024,
AE,AE,O,2014,2014-038,
AE,AE,O,2014,2014-044,
AE,AE,O,2014,2014-050,
AE,AE,O,2014,2014-054,
AE,AE,O,2014,2014-062,
AE,AE,O,2014,2014-078,
AE,AE,O,2014,2014-083,
AE,AE,O,2015,2015-017,
AE,AE,O,2015,2015-022,
AE,AE,O,2015,2015-026,
AE,AE,O,2015,2015-028,
AE,AE,O,2015,2015-034,
AE,AE,O,2015,2015-039,
AE,AE,O,2015,2015-045,
AE,AE,O,2015,2015-054,
AE,AE,O,2015,2015-065,
AE,AE,O,2015,2015-070,
AE,AE,O,2015,2015-079,
AE,AE,O,2016,2016-004,
AE,AE,O,2016,2016-014,
AE,AE,O,2016,2016-025,
AE,AE,O,2016,2016-030,
AE,AE,O,2016,2016-039,
AE,AE,O,2016,2016-053,
AE,AE,O,2016,2016-058,
AE,AE,O,2016,2016-082,
AE,AE,O,2017,2017-006,
AE,AE,O,2017,2017-007,
AE,AE,O,2017,2017-013,
AE,AE,O,2017,2017-029,
AE,AE,O,2017,2017-040,
AE,AE,O,2017,2017-044,
AE,AE,O,2017,2017-059,
AE,AE,O,2017,2017-070,
AE,AE,O,2017,2017-079,
AE,AE,O,2018,2018-012,2018
AE,AE,O,2018,2018-060,2018
AE,AE,O,2018,2018-066,2018
AE,AE,O,2018,2018-074,2018
BLS,BLS,O,1997,1997-045,
BLS,BLS,O,1997,1997-056,
BLS,BLS,O,1997,1997-067,
BLS,BLS,O,1997,1997-069,
BLS,BLS,O,1997,1997-082,
BLS,BLS,O,1998,1998-008,
BLS,BLS,O,1998,1998-010,
BLS,BLS,O,1998,1998-019,
BLS,BLS,O,1998,1998-023,
BLS,BLS,O,2000,2000-025,2000s
BLS,BLS,O,2000,2000-040,2000s
BLS,BLS,O,2000,2000-071,2000s
BLS,BLS,O,2000,2000-075,2000s
BLS,BLS,O,2001,2001-004,
BLS,BLS,O,2001,2001-013,
BLS,BLS,O,2001,2001-020,
BLS,BLS,O,2001,2001-027,
BLS,BLS,O,2001,2001-034,
BLS,BLS,O,2001,2001-047,
BLS,BLS,O,2001,2001-055,
BLS,BLS,O,2002,2002-005,
BLS,BLS,O,2002,2002-022,
BLS,BLS,O,2002,2002-034,
BLS,BLS,O,2002,2002-051,
BLS,BLS,O,2003,2003-002,
BLS,BLS,O,2003,2003-005,
BLS,BLS,O,2003,2003-008,
BLS,BLS,O,2003,2003-010,
BLS,BLS,O,2003,2003-027,
BLS,BLS,O,2003,2003-032,
BLS,BLS,O,2003,2003-038,
BLS,BLS,O,2003,2003-040,
BLS,BLS,O,2003,2003-058,
BLS,BLS,O,2004,2004-009,
BLS,BLS,O,2004,2004-014,
BLS,BLS,O,2004,2004-023,
BLS,BLS,O,2004,2004-026,
BLS,BLS,O,2004,2004-045,
BLS,BLS,O,2004,2004-050,
BLS,BLS,O,2005,2005-001,
BLS,BLS,O,2005,2005-018,
BLS,BLS,O,2005,2005-038,
BLS,BLS,O,2006,2006-016,
BLS,BLS,O,2006,2006-018,
BLS,BLS,O,2006,2006-024,
BLS,BLS,O,2006,2006-027,
BLS,BLS,O,2006,2006-042,
BLS,BLS,O,2006,2006-047,
BLS,BLS,O,2006,2006-050,
BLS,BLS,O,2006,2006-052,
CN,CN,O,1971,1971-018,
CN,CN,O,1975,1975-070,
CN,CN,O,1975,1975-111,
CN,CN,O,1975,1975-119,
CN,CN,O,1976,1976-117,
CN,CN,O,1978,1978-011,
CN,CN,O,1981,1981-093,
CN,CN,O,1982,1982-090,
CN,CN,O,1983,1983-086,
CN,CN,O,1984,1984-035,
CN,CN,O,1985,1985-096,
CN,CN,O,1986,1986-010,
CN,CN,O,1986,1986-076,
CN,CN,O,1987,1987-067,
CN,CN,O,1987,1987-075,
CN,CN,O,1988,1988-014,
CN,CN,O,1988,1988-067,
CN,CN,O,1988,1988-080,
CN,CN,O,1988,1988-111,
CN,CN,O,1990,1990-011,1990s
CN,CN,O,1990,1990-030,1990s
CN,CN,O,1990,1990-081,1990s
CN,CN,O,1990,1990-089,1990s
CN,CN,O,1991,1991-088,
CN,CN,O,1992,1992-051,
CN,CN,O,1992,1992-054,
CN,CN,O,1992,1992-064,
CN,CN,O,1992,1992-090,
CN,CN,O,1994,1994-010,
CN,CN,O,1994,1994-037,
CN,CN,O,1994,1994-055,
CN,CN,O,1994,1994-080,
CN,CN,O,1995,1995-073,
CN,CN,O,1996,1996-048,
CN,CN,O,1996,1996-059,
CN,CN,O,1997,1997-021,
CN,CN,O,1997,1997-029,
CN,CN,O,1997,1997-048,
CN,CN,O,1997,1997-077,
CN,CN,O,1998,1998-018,
CN,CN,O,1998,1998-026,
CN,CN,O,1998,1998-033,
CN,CN,O,1998,1998-044,
CN,CN,O,1998,1998-048,
CN,CN,O,1998,1998-074,
CN,CN,O,1999,1999-032,
CN,CN,O,2000,2000-003,2000s
CN,CN,O,2000,2000-050,2000s
CN,CN,O,2000,2000-069,2000s
CN,CN,O,2001,2001-001,
CN,CN,O,2002,2002-014,
CN,CN,O,2002,2002-024,
CN,CN,O,2002,2002-061,
CN,CN,O,2003,2003-021,
CN,CN,O,2003,2003-049,
CN,CN,O,2003,2003-051,
CN,CN,O,2003,2003-052,
CN,CN,O,2003,2003-061,
CN,CN,O,2004,2004-029,
CN,CN,O,2004,2004-033,
CN,CN,O,2004,2004-035,
CN,CN,O,2004,2004-039,
CN,CN,O,2004,2004-042,
CN,CN,O,2004,2004-044,
CN,CN,O,2004,2004-046,
CN,CN,O,2005,2005-012,
CN,CN,O,2005,2005-024,
CN,CN,O,2005,2005-033,
CN,CN,O,2005,2005-040,
CN,CN,O,2006,2006-015,
CN,CN,O,2006,2006-046,
CN,CN,O,2006,2006-048,
CN,CN,O,2006,2006-053,
CN,CN,O,2007,2007-010,
CN,CN,O,2007,2007-011,
CN,CN,O,2007,2007-018,
CN,CN,O,2007,2007-019,
CN,CN,O,2007,2007-021,
CN,CN,O,2007,2007-042,
CN,CN,O,2007,2007-051,
CN,CN,O,2008,2008-019,
CN,CN,O,2008,2008-026,
CN,CN,O,2008,2008-028,
CN,CN,O,2008,2008-041,
CN,CN,O,2008,2008-047,
CN,CN,O,2008,2008-053,
CN,CN,O,2008,2008-055,
CN,CN,O,2008,2008-056,
CN,CN,O,2008,2008-061,
CN,CN,O,2008,2008-064,
CN,CN,O,2009,2009-018,
CN,CN,O,2009,2009-021,
CN,CN,O,2009,2009-046,
CN,CN,O,2009,2009-061,
CN,CN,O,2009,2009-072,
CN,CN,O,2010,2010-001,2010s
CN,CN,O,2010,2010-009,2010s
CN,CN,O,2010,2010-024,2010s
CN,CN,O,2010,2010-027,2010s
CN,CN,O,2010,2010-036,2010s
CN,CN,O,2010,2010-038,2010s
CN,CN,O,2010,2010-042,2010s
CN,CN,O,2010,2010-051,2010s
CN,CN,O,2010,2010-059,2010s
CN,CN,O,2010,2010-064,2010s
CN,CN,O,2010,2010-068,2010s
CN,CN,O,2011,2011-013,
CN,CN,O,2011,2011-026,
CN,CN,O,2011,2011-030,
CN,CN,O,2011,2011-032,
CN,CN,O,2011,2011-038,
CN,CN,O,2011,2011-039,
CN,CN,O,2011,2011-042,
CN,CN,O,2011,2011-043,
CN,CN,O,2011,2011-047,
CN,CN,O,2011,2011-053,
CN,CN,O,2011,2011-057,
CN,CN,O,2011,2011-063,
CN,CN,O,2011,2011-068,
CN,CN,O,2011,2011-072,
CN,CN,O,2011,2011-073,
CN,CN,O,2011,2011-077,
CN,CN,O,2011,2011-079,
CN,CN,O,2012,2012-001,
CN,CN,O,2012,2012-008,
CN,CN,O,2012,2012-018,
CN,CN,O,2012,2012-020,
CN,CN,O,2012,2012-021,
CN,CN,O,2012,2012-028,
CN,CN,O,2012,2012-029,
CN,CN,O,2012,2012-032,
CN,CN,O,2012,2012-040,
CN,CN,O,2012,2012-050,
CN,CN,O,2012,2012-052,
CN,CN,O,2012,2012-056,
CN,CN,O,2012,2012-059,
CN,CN,O,2012,2012-064,
CN,CN,O,2012,2012-066,
CN,CN,O,2012,2012-067,
CN,CN,O,2012,2012-073,
CN,CN,O,2013,2013-018,
CN,CN,O,2013,2013-020,
CN,CN,O,2013,2013-029,
CN,CN,O,2013,2013-035,
CN,CN,O,2013,2013-046,
CN,CN,O,2013,2013-052,
CN,CN,O,2013,2013-057,
CN,CN,O,2013,2013-065,
CN,CN,O,2013,2013-068,
CN,CN,O,2013,2013-070,
CN,CN,O,2013,2013-075,
CN,CN,O,2014,2014-014,
CN,CN,O,2014,2014-047,
CN,CN,O,2014,2014-049,
CN,CN,O,2014,2014-053,
CN,CN,O,2014,2014-059,
CN,CN,O,2014,2014-065,
CN,CN,O,2014,2014-071,
CN,CN,O,2014,2014-073,
CN,CN,O,2014,2014-079,
CN,CN,O,2014,2014-080,
CN,CN,O,2014,2014-088,
CN,CN,O,2014,2014-090,
CN,CN,O,2015,2015-019,
CN,CN,O,2015,2015-037,
CN,CN,O,2015,2015-046,
CN,CN,O,2015,2015-047,
CN,CN,O,2015,2015-049,
CN,CN,O,2015,2015-053,
CN,CN,O,2015,2015-059,
CN,CN,O,2015,2015-063,
CN,CN,O,2015,2015-067,
CN,CN,O,2015,2015-069,
CN,CN,O,2015,2015-073,
CN,CN,O,2015,2015-078,
CN,CN,O,2015,2015-083,
CN,CN,O,2016,2016-001,
CN,CN,O,2016,2016-006,
CN,CN,O,2016,2016-021,
CN,CN,O,2016,2016-023,
CN,CN,O,2016,2016-029,
CN,CN,O,2016,2016-033,
CN,CN,O,2016,2016-037,
CN,CN,O,2016,2016-042,
CN,CN,O,2016,2016-043,
CN,CN,O,2016,2016-048,
CN,CN,O,2016,2016-051,
CN,CN,O,2016,2016-057,
CN,CN,O,2016,2016-065,
CN,CN,O,2016,2016-066,
CN,CN,O,2016,2016-068,
CN,CN,O,2016,2016-072,
CN,CN,O,2016,2016-077,
CN,CN,O,2016,2016-081,
CN,CN,O,2016,2016-083,
CN,CN,O,2017,2017-002,
CN,CN,O,2017,2017-012,
CN,CN,O,2017,2017-018,
CN,CN,O,2017,2017-021,
CN,CN,O,2017,2017-034,
CN,CN,O,2017,2017-035,
CN,CN,O,2017,2017-058,
CN,CN,O,2017,2017-060,
CN,CN,O,2017,2017-069,
CN,CN,O,2017,2017-072,
CN,CN,O,2017,2017-075,
CN,CN,O,2017,2017-077,
CN,CN,O,2017,2017-084,
CN,CN,O,2017,2017-085,
CN,CN,O,2018,2018-002,2018
CN,CN,O,2018,2018-006,2018
CN,CN,O,2018,2018-008,2018
CN,CN,O,2018,2018-011,2018
CN,CN,O,2018,2018-018,2018
CN,CN,O,2018,2018-025,2018
CN,CN,O,2018,2018-029,2018
CN,CN,O,2018,2018-031,2018
CN,CN,O,2018,2018-034,2018
CN,CN,O,2018,2018-040,2018
CN,CN,O,2018,2018-045,2018
CN,CN,O,2018,2018-048,2018
CN,CN,O,2018,2018-050,2018
CN,CN,O,2018,2018-054,2018
CN,CN,O,2018,2018-056,2018
CN,CN,O,2018,2018-057,2018
CN,CN,O,2018,2018-062,2018
CN,CN,O,2018,2018-063,2018
CN,CN,O,2018,2018-067,2018
CN,CN,O,2018,2018-068,2018
CN,CN,O,2018,2018-072,2018
CN,CN,O,2018,2018-075,2018
ELUS,ELUS,O,2011,2011-051,
ELUS,ELUS,O,2012,2012-030,
ELUS,ELUS,O,2012,2012-045,
ELUS,ELUS,O,2014,2014-030,
EUROK,EUROK,O,2002,2002-031,
EUROK,EUROK,O,2003,2003-031,
EUROK,EUROK,O,2006,2006-031,
EUROK,EUROK,O,2009,2009-013,
EUROK,EUROK,O,2013,2013-067,
EUROK,EUROK,O,2016,2016-011,
EUROK,EUROK,O,2017,2017-064,
EUROK,EUROK,O,2018,2018-039,2018
F,F,O,1966,1966-013,
F,F,O,1967,1967-011,
F,F,O,1967,1967-014,
F,F,O,1970,1970-017,1970s
