date, pm25, pm10, o3, no2, so2, co
2014/5/9, 38, 31, 29, 35, , 4
2014/5/10, 43, 26, 27, 32, , 3
2014/5/11, 49, 32, 29, 28, , 2
2014/5/12, 35, 61, 21, 41, , 4
2014/5/13, 39, 28, 23, 41, , 5
2014/5/14, 45, 38, 31, 47, , 6
2014/5/15, 57, 43, 33, 51, , 4
2014/5/16, 63, 85, 32, 54, , 5
2014/5/17, 69, 59, 42, 60, 1, 5
2014/5/18, 82, 51, 44, 61, , 5
2014/5/19, 74, 48, 43, 63, , 5
2014/5/20, 64, 34, 27, 53, , 6
2014/5/21, 55, 37, 26, 52, , 6
2014/5/22, 70, 29, 29, 49, , 5
2014/5/23, 58, 31, 25, 49, , 5
2014/5/24, 58, 25, 26, 38, , 4
2014/5/25, 54, 31, 32, 47, , 4
2014/5/26, 60, 34, 24, 49, , 7
2014/5/27, 65, 30, 23, 37, , 5
2014/5/28, 59, 32, 21, 45, , 6
2014/5/29, 58, 31, 33, 44, , 4
2014/5/30, 60, 40, 30, 50, , 6
2014/5/31, 72, 50, 35, 43, , 3
2014/6/1, 86, 37, 34, 49, , 4
2014/6/2, 70, 79, 35, 55, , 6
2014/6/3, 81, 36, 27, 57, , 5
2014/6/4, 67, 28, 22, 43, , 5
2014/6/5, 51, 32, 28, 48, , 6
2014/6/6, 52, 64, 38, 71, , 8
2014/6/7, 71, 43, 39, 53, , 5
2014/6/8, 71, 33, 39, 41, , 3
2014/6/9, 64, 32, 34, 49, , 5
2014/6/10, 66, 42, 14, 56, 1, 8
2014/6/11, 78, 37, 35, 48, , 5
2014/6/12, 65, 41, 38, 57, 1, 5
2014/6/13, 60, 47, 44, 60, , 5
2014/6/14, 75, 42, 26, 36, , 3
2014/6/15, 62, 43, 32, 34, , 3
2014/6/16, 57, 45, 29, 38, , 4
2014/6/17, 56, 45, 24, 39, , 4
2014/6/18, 61, 50, 31, 43, , 4
2014/6/19, 66, 43, 23, 42, , 5
2014/6/20, 61, 49, 23, 43, , 5
2014/6/21, 63, 69, 31, 47, , 3
2014/6/22, 60, 63, 43, 57, , 3
2014/6/23, 70, 53, 31, 55, , 4
2014/6/24, 62, 54, 39, 61, 1, 5
2014/6/25, 72, 48, 32, 50, , 4
2014/6/26, 70, 52, 40, 63, , 5
2014/6/27, 71, 45, 27, 47, , 6
2014/6/28, 67, 35, 20, 43, , 4
2014/6/29, 67, 28, 22, 35, , 3
2014/6/30, 58, 39, 29, 53, , 6
2014/7/1, 69, 38, 34, 54, 1, 4
2014/1/2, 43, 30, 22, 42, , 4
2014/1/3, 53, 33, 22, 34, , 2
2014/1/4, 50, 28, 23, 41, , 3
2014/1/5, 52, 23, 19, 34, , 3
2014/1/6, 45, 20, 20, 30, , 3
2014/1/7, 40, 32, 18, 40, , 5
2014/1/8, 54, 41, 12, 51, , 6
2014/1/9, 76, 30, 15, 40, , 4
2014/1/10, 55, 43, 9, 49, , 6
2014/1/11, 70, 54, 6, 58, , 9
2014/1/12, 112, 42, 6, 37, , 5
2014/1/13, 91, 39, 15, 51, , 6
2014/1/14, 72, 36, 16, 56, , 6
2014/1/15, 62, 28, 15, 48, , 5
2014/1/16, 66, 23, 21, 46, , 5
2014/1/17, 50, 31, 15, 49, , 5
2014/1/18, 59, 36, 6, 47, , 6
2014/1/19, 73, 38, 14, 54, , 6
2014/1/20, 81, 47, 5, 60, , 8
2014/1/21, 79, 35, 14, 44, , 5
2014/1/22, 65, 79, 8, 46, , 6
2014/1/23, 80, 36, 15, 51, , 5
2014/1/24, 68, 45, 10, 57, , 7
2014/1/25, 72, 32, 25, 41, , 4
2014/1/26, 66, 33, 26, 39, , 3
2014/1/27, 56, 27, 22, 41, , 4
2014/1/28, 46, 30, 15, 44, , 4
2014/1/29, 56, 35, 10, 48, 1, 6
2014/1/30, 74, 46, 3, 49, , 7
2014/1/31, 85, 43, 17, 45, , 7
2014/2/1, 87, 26, 20, 44, , 4
2014/2/2, 54, 37, 18, 42, , 5
2014/2/3, 68, 41, 18, 45, , 6
2014/2/4, 76, 32, 17, 43, , 5
2014/2/5, 52, 27, 22, 37, , 4
2014/2/6, 47, 34, 17, 46, , 5
2014/2/7, 58, 30, 24, 37, , 3
2014/2/8, 48, 18, 24, 28, , 2
2014/2/9, 36, 20, 25, 27, , 3
2014/2/10, 41, 33, 20, 44, , 6
2014/2/11, 56, 68, 17, 40, , 4
2014/2/12, 51, 30, 21, 38, , 4
2014/2/13, 54, 29, 19, 48, , 4
2014/2/14, 55, 28, 28, 47, , 5
2014/2/15, 57, 26, 25, 28, , 3
2014/2/16, 43, 26, 21, 33, , 3
2014/2/17, 50, 39, 25, 51, , 6
2014/2/18, 69, 44, 11, 49, , 6
2014/2/19, 82, 74, 15, 53, , 5
2014/2/20, 67, 22, 22, 41, , 4
2014/2/21, 54, 26, 23, 44, , 4
2014/2/22, 45, 30, 19, 45, , 5
2014/2/23, 66, 33, 24, 39, , 3
2014/2/24, 62, 40, 20, 54, , 5
2014/2/25, 76, 27, 23, 44, , 4
2014/2/26, 53, 41, 18, 53, , 5
2014/2/27, 65, 31, 17, 52, , 4
2014/2/28, 60, 30, 16, 57, , 5
2014/3/1, 61, 40, 18, 60, , 5
2014/3/2, 87, 45, 24, 47, , 5
2014/3/3, 100, 25, 21, 50, , 5
2014/3/4, 53, 44, 15, 65, , 8
2014/3/5, 78, 80, 22, 72, , 8
2014/3/6, 97, 64, 20, 70, , 10
2014/3/7, 123, 66, 20, 67, , 8
2014/3/8, 132, 67, 25, 58, , 6
2014/3/9, 145, 63, 28, 61, , 7
2014/3/10, 119, 71, 27, 68, , 8
2014/3/11, 138, 80, 13, 44, , 6
2014/3/12, 164, 86, 22, 67, , 9
2014/3/13, 166, 91, 23, 84, , 10
2014/3/14, 168, 98, 15, 71, , 9
2014/3/15, 177, 64, 23, 40, , 4
2014/3/16, 113, 42, 25, 40, , 4
2014/3/17, 67, 81, 15, 46, , 4
2014/3/18, 81, 42, 24, 43, , 4
2014/3/19, 74, 51, 22, 53, , 6
2014/3/20, 64, 56, 31, 52, , 5
2014/3/21, 69, 34, 27, 47, , 6
2014/3/22, 56, 24, 27, 39, , 3
2014/3/23, 40, 23, 25, 40, , 3
2014/3/24, 41, 44, 17, 60, , 6
2014/3/25, 72, 37, 16, 54, , 5
2014/3/26, 77, 53, 21, 53, 1, 6
2014/3/27, 99, 54, 25, 63, , 7
2014/3/28, 114, 59, 31, 63, , 7
2014/3/29, 123, 60, 33, 55, , 6
2014/3/30, 95, 59, 24, 66, , 6
2014/3/31, 92, 61, 22, 66, , 8
2014/4/1, 99, 64, 29, 65, , 8
2021/6/2, , 32, , 35, , 
2021/6/3, , 42, 40, 36, , 
2020/4/1, , 29, 36, 16, , 
2020/1/1, , 36, 2, 24, , 
2019/1/1, , 30, 20, 38, , 
2017/10/18, , 52, 13, 50, , 6
2017/1/16, , 39, 2, 29, , 2
2016/1/2, , 24, 18, 34, , 2
2015/1/1, , 71, 17, 52, 1, 8
2014/1/1, , 19, 22, 30, , 2
