id,SUID,field,selected,name,shared_name,license_area,description,end_date,start_date,duration_months,value_currency_unit,directors,foundation_date,other_names,shareholders,headquarters,oc_id,website
1042,1042,,FALSE,BP Offshore Pipelines Inc,BP Offshore Pipelines Inc,,,,,,,,,,,,,
1041,1041,,FALSE,BP Offshore Gathering Systems Inc,BP Offshore Gathering Systems Inc,,,,,,,,,,,,,
1040,1040,,FALSE,BP Nutrition Inc,BP Nutrition Inc,,,,,,,,,,,,,
1039,1039,,FALSE,BP Munah Ltd,BP Munah Ltd,,,,,,,,,,,,,
1038,1038,,FALSE,BP Lubricants USA Inc,BP Lubricants USA Inc,,,,,,,,,,,,,
1037,1037,,FALSE,BP Latin America LLC,BP Latin America LLC,,,,,,,,,,,,,
1036,1036,,FALSE,BP International Services Company,BP International Services Company,,,,,,,,,,,,,
1035,1035,,FALSE,BP Gas and Power Company,BP Gas and Power Company,,,,,,,,,,,,,
1034,1034,,FALSE,BP Foundation Incorporated,BP Foundation Incorporated,,,,,,,,,,,,,
1033,1033,,FALSE,BP Exploration (Algeria) Limited,BP Exploration (Algeria) Limited,,,,,,,,,,,,,
1032,1032,,FALSE,BP Exploration (Alaska) Inc,BP Exploration (Alaska) Inc,,,,,,,,,,,,,
1031,1031,,FALSE,BP Energy do Brasil Ltda,BP Energy do Brasil Ltda,,,,,,,,,,,,,
1030,1030,,FALSE,BP Energy Asia Pte Limited,BP Energy Asia Pte Limited,,,,,,,,,,,,,
1029,1029,,FALSE,"BP Employee Disaster Relief Fund, Inc","BP Employee Disaster Relief Fund, Inc",,,,,,,,,,,,,
1028,1028,,FALSE,BP Containment Response System Holdings LLC,BP Containment Response System Holdings LLC,,,,,,,,,,,,,
1027,1027,,FALSE,BP China Exploration and Production Company,BP China Exploration and Production Company,,,,,,,,,,,,,
1026,1026,,FALSE,BP Capital Markets America Inc,BP Capital Markets America Inc,,,,,,,,,,,,,
1025,1025,,FALSE,BP Canada Energy Marketing Corp,BP Canada Energy Marketing Corp,,,,,,,,,,,,,
1024,1024,,FALSE,BP Brazil Tracking L L C,BP Brazil Tracking L L C,,,,,,,,,,,,,
1023,1023,,FALSE,BP Bomberai Ltd,BP Bomberai Ltd,,,,,,,,,,,,,
1022,1022,,FALSE,BP Biofuels Louisiana LLC,BP Biofuels Louisiana LLC,,,,,,,,,,,,,
1021,1021,,FALSE,BP Biofuels North America LLC,BP Biofuels North America LLC,,,,,,,,,,,,,
1020,1020,,FALSE,BP Biofuels Advanced Technology Inc,BP Biofuels Advanced Technology Inc,,,,,,,,,,,,,
1019,1019,,FALSE,BP Berau Ltd,BP Berau Ltd,,,,,,,,,,,,,
1018,1018,,FALSE,BP Argentina Exploration Company,BP Argentina Exploration Company,,,,,,,,,,,,,
1017,1017,,FALSE,BP Amoco Taiwan Trading Company,BP Amoco Taiwan Trading Company,,,,,,,,,,,,,
1016,1016,,FALSE,BP Amoco Seaway Products Pipeline Company,BP Amoco Seaway Products Pipeline Company,,,,,,,,,,,,,
1015,1015,,FALSE,BP Amoco Neighborhood Development Corporation,BP Amoco Neighborhood Development Corporation,,,,,,,,,,,,,
1014,1014,,FALSE,BP Amoco Chemical Singapore Holding Company,BP Amoco Chemical Singapore Holding Company,,,,,,,,,,,,,
1013,1013,,FALSE,"BP AMI Leasing, Inc","BP AMI Leasing, Inc",,,,,,,,,,,,,
1012,1012,,FALSE,BP America Chemicals Company,BP America Chemicals Company,,,,,,,,,,,,,
1011,1011,,FALSE,BP Alternative Energy North America Inc,BP Alternative Energy North America Inc,,,,,,,,,,,,,
1010,1010,,FALSE,BP Alaska Gas Pipelines LLC,BP Alaska Gas Pipelines LLC,,,,,,,,,,,,,
1009,1009,,FALSE,Border Pipe Line Company,Border Pipe Line Company,,,,,,,,,,,,,
1008,1008,,FALSE, Development Corporation, Development Corporation,,,,,,,,,,,,,
1007,1007,,FALSE,"Foseco Holding, Inc","Foseco Holding, Inc",,,,,,,,,,,,,
1006,1006,,FALSE,Berea Holding Company,Berea Holding Company,,,,,,,,,,,,,
1005,1005,,FALSE,Medina Holding Company,Medina Holding Company,,,,,,,,,,,,,
1004,1004,,FALSE,"Baltimore Ennis Land Company, Inc","Baltimore Ennis Land Company, Inc",,,,,,,,,,,,,
1003,1003,,FALSE,Auwahi Wind Energy Holdings LLC,Auwahi Wind Energy Holdings LLC,,,,,,,,,,,,,
1002,1002,,FALSE,"Auwahi Holdings, LLC","Auwahi Holdings, LLC",,,,,,,,,,,,,
1001,1001,,FALSE,"Asera, Inc","Asera, Inc",,,,,,,,,,,,,
1000,1000,,FALSE,ARCO Western Gas Pipeline Company,ARCO Western Gas Pipeline Company,,,,,,,,,,,,,
999,999,,FALSE,ARCO Unimar Holdings LLC,ARCO Unimar Holdings LLC,,,,,,,,,,,,,
998,998,,FALSE,ARCO Terminal Services Corporation,ARCO Terminal Services Corporation,,,,,,,,,,,,,
997,997,,FALSE,ARCO Products Company,ARCO Products Company,,,,,,,,,,,,,
996,996,,FALSE,ARCO Polypropylene Company,ARCO Polypropylene Company,,,,,,,,,,,,,
995,995,,FALSE,ARCO Neighborhood Support Corporation,ARCO Neighborhood Support Corporation,,,,,,,,,,,,,
994,994,,FALSE,"ARCO Neftegaz Holdings, Inc","ARCO Neftegaz Holdings, Inc",,,,,,,,,,,,,
993,993,,FALSE,ARCO Midcon LLC,ARCO Midcon LLC,,,,,,,,,,,,,
992,992,,FALSE,"ARCO Mexico Projects, Inc","ARCO Mexico Projects, Inc",,,,,,,,,,,,,
991,991,,FALSE,ARCO Material Supply Company,ARCO Material Supply Company,,,,,,,,,,,,,
990,990,,FALSE,ARCO International Services Inc,ARCO International Services Inc,,,,,,,,,,,,,
989,989,,FALSE,ARCO Ghadames Inc,ARCO Ghadames Inc,,,,,,,,,,,,,
988,988,,FALSE,ARCO Gaviota Company,ARCO Gaviota Company,,,,,,,,,,,,,
987,987,,FALSE,"CH-Twenty, Inc","CH-Twenty, Inc",,,,,,,,,,,,,
986,986,,FALSE,ARCO El-Djazair Holdings Inc,ARCO El-Djazair Holdings Inc,,,,,,,,,,,,,
985,985,,FALSE,ARCO EI-Djazair LLC,ARCO EI-Djazair LLC,,,,,,,,,,,,,
984,984,,FALSE,ARCO EI-Djazair Holdings Inc,ARCO EI-Djazair Holdings Inc,,,,,,,,,,,,,
983,983,,FALSE,"ARCO British Limited, LLC","ARCO British Limited, LLC",,,,,,,,,,,,,
982,982,,FALSE,"ARCO British International, Inc","ARCO British International, Inc",,,,,,,,,,,,,
981,981,,FALSE,BP Gas Supply (Angola) LLC,BP Gas Supply (Angola) LLC,,,,,,,,,,,,,
980,980,,FALSE,Angola LNG Supply Services LLC,Angola LNG Supply Services LLC,,,,,,,,,,,,,
979,979,,FALSE,"ARCO Environmental Remediation, L L C","ARCO Environmental Remediation, L L C",,,,,,,,,,,,,
978,978,,FALSE,"Anaconda Arizona, Inc","Anaconda Arizona, Inc",,,,,,,,,,,,,
977,977,,FALSE,"Amprop, Inc","Amprop, Inc",,,,,,,,,,,,,
976,976,,FALSE,Amprop Illinois I Ltd Partnership,Amprop Illinois I Ltd Partnership,,,,,,,,,,,,,
975,975,,FALSE,Amoco Properties incorporated,Amoco Properties incorporated,,,,,,,,,,,,,
974,974,,FALSE,AmProp Finance Company,AmProp Finance Company,,,,,,,,,,,,,
973,973,,FALSE,Amoco Tri-States NGL Pipeline Company,Amoco Tri-States NGL Pipeline Company,,,,,,,,,,,,,
972,972,,FALSE,BP Southern Cone Company,BP Southern Cone Company,,,,,,,,,,,,,
971,971,,FALSE,Amoco Trinidad LNG LLC,Amoco Trinidad LNG LLC,,,,,,,,,,,,,
970,970,,FALSE,Amoco Tax Leasing X Corporation,Amoco Tax Leasing X Corporation,,,,,,,,,,,,,
969,969,,FALSE,Amoco Sulfur Recovery Company,Amoco Sulfur Recovery Company,,,,,,,,,,,,,
968,968,,FALSE,Amoco Somalia Petroleum Company,Amoco Somalia Petroleum Company,,,,,,,,,,,,,
967,967,,FALSE,Amoco Rio Grande Pipeline Company,Amoco Rio Grande Pipeline Company,,,,,,,,,,,,,
966,966,,FALSE,Amoco Research Operating Company,Amoco Research Operating Company,,,,,,,,,,,,,
965,965,,FALSE,Amoco Remediation Management Services Corporation,Amoco Remediation Management Services Corporation,,,,,,,,,,,,,
964,964,,FALSE,Amoco Realty Company,Amoco Realty Company,,,,,,,,,,,,,
963,963,,FALSE,Amoco Properties Incorporated,Amoco Properties Incorporated,,,,,,,,,,,,,
962,962,,FALSE,BP Pipelines (North America) Inc,BP Pipelines (North America) Inc,,,,,,,,,,,,,
961,961,,FALSE,Amoco Pipeline Asset Company,Amoco Pipeline Asset Company,,,,,,,,,,,,,
960,960,,FALSE,Amoco Overseas Exploration Company,Amoco Overseas Exploration Company,,,,,,,,,,,,,
959,959,,FALSE,Amoco Olefins Corporation,Amoco Olefins Corporation,,,,,,,,,,,,,
958,958,,FALSE,Amoco MBF Company,Amoco MBF Company,,,,,,,,,,,,,
957,957,,FALSE,Amoco MB Fractionation Company,Amoco MB Fractionation Company,,,,,,,,,,,,,
956,956,,FALSE,Amoco Marketing Environmental Services Company,Amoco Marketing Environmental Services Company,,,,,,,,,,,,,
955,955,,FALSE,Amoco Main Pass Gathering Company,Amoco Main Pass Gathering Company,,,,,,,,,,,,,
954,954,,FALSE,Amoco Oil Holding Company,Amoco Oil Holding Company,,,,,,,,,,,,,
953,953,,FALSE,Amoco Louisiana Fractionator Company,Amoco Louisiana Fractionator Company,,,,,,,,,,,,,
952,952,,FALSE,Amoco Longhorn Pipeline Company,Amoco Longhorn Pipeline Company,,,,,,,,,,,,,
951,951,,FALSE,Amoco Longhorn GP Pipeline Company,Amoco Longhorn GP Pipeline Company,,,,,,,,,,,,,
950,950,,FALSE,Amoco Leasing Corporation,Amoco Leasing Corporation,,,,,,,,,,,,,
949,949,,FALSE,Amoco Kazakhstan Petroleum Company,Amoco Kazakhstan Petroleum Company,,,,,,,,,,,,,
948,948,,FALSE,"Amoco Kazakhstan Offshore Petroleum Company, LLC","Amoco Kazakhstan Offshore Petroleum Company, LLC",,,,,,,,,,,,,
947,947,,FALSE,Amoco Kazakhstan (CPC) Inc,Amoco Kazakhstan (CPC) Inc,,,,,,,,,,,,,
946,946,,FALSE,Amoco International Petroleum Company,Amoco International Petroleum Company,,,,,,,,,,,,,
945,945,,FALSE,Amoco International Finance Corporation,Amoco International Finance Corporation,,,,,,,,,,,,,
944,944,,FALSE,Amoco Guatemala Petroleum Company,Amoco Guatemala Petroleum Company,,,,,,,,,,,,,
943,943,,FALSE,Amoco Eurasia Petroleum Company,Amoco Eurasia Petroleum Company,,,,,,,,,,,,,
942,942,,FALSE,Amoco Equipment Leasing Company,Amoco Equipment Leasing Company,,,,,,,,,,,,,
941,941,,FALSE,Amoco Environmental Services Company,Amoco Environmental Services Company,,,,,,,,,,,,,
940,940,,FALSE,Amoco Endicott Pipeline Company,Amoco Endicott Pipeline Company,,,,,,,,,,,,,
939,939,,FALSE,Amoco Destin Pipeline Company,Amoco Destin Pipeline Company,,,,,,,,,,,,,
938,938,,FALSE,Amoco Cypress Pipeline Company,Amoco Cypress Pipeline Company,,,,,,,,,,,,,
937,937,,FALSE,Amoco Pipeline Holding Company,Amoco Pipeline Holding Company,,,,,,,,,,,,,
936,936,,FALSE,Amoco Capline Pipeline Company,Amoco Capline Pipeline Company,,,,,,,,,,,,,
935,935,,FALSE,"Amoco Brazil, Inc","Amoco Brazil, Inc",,,,,,,,,,,,,
934,934,,FALSE,Amoco Bolivia Petroleum Company,Amoco Bolivia Petroleum Company,,,,,,,,,,,,,
933,933,,FALSE,Amoco Austria Petroleum Company,Amoco Austria Petroleum Company,,,,,,,,,,,,,
932,932,,FALSE,"Amoco Angola Offshore, Inc.","Amoco Angola Offshore, Inc.",,,,,,,,,,,,,
931,931,,FALSE,American Oil Company,American Oil Company,,,,,,,,,,,,,
930,930,,FALSE,BP West Coast Products LLC,BP West Coast Products LLC,,,,,,,,,,,,,
929,929,,FALSE,AM/PM International Inc,AM/PM International Inc,,,,,,,,,,,,,
928,928,,FALSE,BP Pipelines (Alaska) Inc,BP Pipelines (Alaska) Inc,,,,,,,,,,,,,
927,927,,FALSE,Alyeska Pipeline Service Company,Alyeska Pipeline Service Company,,,,,,,,,,,,,
926,926,,FALSE,Orion Energy L L C,Orion Energy L L C,,,,,,,,,,,,,
925,925,,FALSE,Alexis Wind Farm LLC,Alexis Wind Farm LLC,,,,,,,,,,,,,
924,924,,FALSE,"BP Oil Shipping Company, USA","BP Oil Shipping Company, USA",,,,,,,,,,,,,
923,923,,FALSE,"Alaska Tanker Company, LLC","Alaska Tanker Company, LLC",,,,,,,,,,,,,
922,922,,FALSE,AE Wind PartsCo LLC,AE Wind PartsCo LLC,,,,,,,,,,,,,
921,921,,FALSE,AE Power Services LLC,AE Power Services LLC,,,,,,,,,,,,,
920,920,,FALSE,AE Goshen II Holdings LLC,AE Goshen II Holdings LLC,,,,,,,,,,,,,
919,919,,FALSE,AE Goshen II Wind Farm LLC,AE Goshen II Wind Farm LLC,,,,,,,,,,,,,
918,918,,FALSE,AE Goshen ll Holdings LLC,AE Goshen ll Holdings LLC,,,,,,,,,,,,,
917,917,,FALSE,AE Cedar Creek Holdings LLC,AE Cedar Creek Holdings LLC,,,,,,,,,,,,,
916,916,,FALSE,"ACP (Malaysia), Inc","ACP (Malaysia), Inc",,,,,,,,,,,,,
915,915,,FALSE,BP Wind Energy North America Inc,BP Wind Energy North America Inc,,,,,,,,,,,,,
914,914,,FALSE,4321 North 800 West LLC,4321 North 800 West LLC,,,,,,,,,,,,,
913,913,,FALSE,The Standard Oil Company,The Standard Oil Company,,,,,,,,,,,,,
912,912,,FALSE,200 PS Investment Company,200 PS Investment Company,,,,,,,,,,,,,
911,911,,FALSE,200 PS Aircraft Holdings Inc,200 PS Aircraft Holdings Inc,,,,,,,,,,,,,
910,910,,FALSE,BP Kapuas II Limited,BP Kapuas II Limited,,,,,,,,,,,,,
909,909,,FALSE,Reading Investment (Nominee) Limited,Reading Investment (Nominee) Limited,,,,,,,,,,,,,
908,908,,FALSE,ARCO El-Djazair LLC,ARCO El-Djazair LLC,,,,,,,,,,,,,
907,907,,FALSE,BP East Kalimantan CBM Limited,BP East Kalimantan CBM Limited,,,,,,,,,,,,,
906,906,,FALSE,BP Exploration (Finance) Limited,BP Exploration (Finance) Limited,,,,,,,,,,,,,
905,905,,FALSE,West London Pipeline and Storage Limited,West London Pipeline and Storage Limited,,,,,,,,,,,,,
904,904,,FALSE,Walton-Gatwick Pipeline Company Limited ,Walton-Gatwick Pipeline Company Limited ,,,,,,,,,,,,,
903,903,,FALSE,Vivergo Fuels Limited,Vivergo Fuels Limited,,,,,,,,,,,,,
902,902,,FALSE,Virginia Indonesia Co CBM Limited,Virginia Indonesia Co CBM Limited,,,,,,,,,,,,,
901,901,,FALSE,VIC CBM Limited,VIC CBM Limited,,,,,,,,,,,,,
900,900,,FALSE,United Kingdom Oil Pipelines Limited,United Kingdom Oil Pipelines Limited,,,,,,,,,,,,,
899,899,,FALSE,The Consolidated Petroleum Supply Company Limited,The Consolidated Petroleum Supply Company Limited,,,,,,,,,,,,,
898,898,,FALSE,The Burmah Oil Company (Pakistan Trading) Limited,The Burmah Oil Company (Pakistan Trading) Limited,,,,,,,,,,,,,
897,897,,FALSE,The BP Share Plans Trustees Limited,The BP Share Plans Trustees Limited,,,,,,,,,,,,,
896,896,,FALSE,Sunderland Oil Storage Limited,Sunderland Oil Storage Limited,,,,,,,,,,,,,
895,895,,FALSE,Stansted Intoplane Company Limited,Stansted Intoplane Company Limited,,,,,,,,,,,,,
894,894,,FALSE,Stansted Fuelling Company Limited,Stansted Fuelling Company Limited,,,,,,,,,,,,,
893,893,,FALSE,Shell Mex and B P Limited,Shell Mex and B P Limited,,,,,,,,,,,,,
892,892,,FALSE,The Consolidated Petroleum Company Limited,The Consolidated Petroleum Company Limited,,,,,,,,,,,,,
891,891,,FALSE,Shell and BP Services Limited,Shell and BP Services Limited,,,,,,,,,,,,,
890,890,,FALSE,JD Robertson North Air Limited,JD Robertson North Air Limited,,,,,,,,,,,,,
889,889,,FALSE,Russian Holdings Limited (in liquidation),Russian Holdings Limited (in liquidation),,,,,,,,,,,,,
888,888,,FALSE,Ropemaker Nottingham Limited (in liquidation),Ropemaker Nottingham Limited (in liquidation),,,,,,,,,,,,,
887,887,,FALSE,Ropemaker Gilston Limited,Ropemaker Gilston Limited,,,,,,,,,,,,,
886,886,,FALSE,Ropemaker Properties Limited,Ropemaker Properties Limited,,,,,,,,,,,,,
885,885,,FALSE,Ropemaker Deansgate Limited,Ropemaker Deansgate Limited,,,,,,,,,,,,,
884,884,,FALSE,PHP Investments Limited,PHP Investments Limited,,,,,,,,,,,,,
883,883,,FALSE,Pentland Aviation Fuelling Services Limited,Pentland Aviation Fuelling Services Limited,,,,,,,,,,,,,
882,882,,FALSE,Pearl River Delta Investments Limited,Pearl River Delta Investments Limited,,,,,,,,,,,,,
881,881,,FALSE,OJSC Oil Company Rosneft,OJSC Oil Company Rosneft,,,,,,,,,,,,,
880,880,,FALSE,Oil Spill Response Limited,Oil Spill Response Limited,,,,,,,,,,,,,
879,879,,FALSE,Manchester Airport Storage and Hydrant Company Limited,Manchester Airport Storage and Hydrant Company Limited,,,,,,,,,,,,,
878,878,,FALSE,Kuwait Oil Company Limited,Kuwait Oil Company Limited,,,,,,,,,,,,,
877,877,,FALSE,Kingston Research Limited,Kingston Research Limited,,,,,,,,,,,,,
876,876,,FALSE,Kenilworth Oil Company Limited,Kenilworth Oil Company Limited,,,,,,,,,,,,,
875,875,,FALSE,"Iraq Petroleum Company, Limited","Iraq Petroleum Company, Limited",,,,,,,,,,,,,
874,874,,FALSE,International Card Centre Limited,International Card Centre Limited,,,,,,,,,,,,,
873,873,,FALSE,Hydrogen Energy International Limited,Hydrogen Energy International Limited,,,,,,,,,,,,,
872,872,,FALSE,Hemel Restaurant Limited,Hemel Restaurant Limited,,,,,,,,,,,,,
871,871,,FALSE,Heathrow Hydrant Operating Company Limited,Heathrow Hydrant Operating Company Limited,,,,,,,,,,,,,
870,870,,FALSE,Heathrow Airport Fuel Company Limited,Heathrow Airport Fuel Company Limited,,,,,,,,,,,,,
869,869,,FALSE, G Contracting Services Limited, G Contracting Services Limited,,,,,,,,,,,,,
868,868,,FALSE,Grangemouth Properties Limited,Grangemouth Properties Limited,,,,,,,,,,,,,
867,867,,FALSE,Grangemouth Holdings Limited,Grangemouth Holdings Limited,,,,,,,,,,,,,
866,866,,FALSE,Grampian Aviation Fuelling Services Limited,Grampian Aviation Fuelling Services Limited,,,,,,,,,,,,,
865,865,,FALSE,Gatwick Refuelling Services Limited (in Liquidation),Gatwick Refuelling Services Limited (in Liquidation),,,,,,,,,,,,,
864,864,,FALSE,Gatwick Airport Storage and Hydrant Company Limited,Gatwick Airport Storage and Hydrant Company Limited,,,,,,,,,,,,,
863,863,,FALSE,Fosroc Expanclite Limited,Fosroc Expanclite Limited,,,,,,,,,,,,,
862,862,,FALSE,Exploration (Luderitz Basin) Limited,Exploration (Luderitz Basin) Limited,,,,,,,,,,,,,
861,861,,FALSE,Expandite Contract Services Limited,Expandite Contract Services Limited,,,,,,,,,,,,,
860,860,,FALSE,ENP,ENP,,,,,,,,,,,,,
859,859,,FALSE,Employment Conditions Abroad Ltd,Employment Conditions Abroad Ltd,,,,,,,,,,,,,
858,858,,FALSE,Electrical Oil Services Limited,Electrical Oil Services Limited,,,,,,,,,,,,,
857,857,,FALSE,Central North Sea Fibre Telecommunications Company Limited,Central North Sea Fibre Telecommunications Company Limited,,,,,,,,,,,,,
856,856,,FALSE,Castrol Offshore Limited,Castrol Offshore Limited,,,,,,,,,,,,,
855,855,,FALSE,Castrol (U K) Limited,Castrol (U K) Limited,,,,,,,,,,,,,
854,854,,FALSE,Cadman DBP Limited,Cadman DBP Limited,,,,,,,,,,,,,
853,853,,FALSE,BXL Plastics Limited,BXL Plastics Limited,,,,,,,,,,,,,
852,852,,FALSE,Bunduq Company Limited,Bunduq Company Limited,,,,,,,,,,,,,
851,851,,FALSE,Britoil Limited,Britoil Limited,,,,,,,,,,,,,
850,850,,FALSE,British Pipeline Agency Limited,British Pipeline Agency Limited,,,,,,,,,,,,,
849,849,,FALSE,Britannic Trading Limited,Britannic Trading Limited,,,,,,,,,,,,,
848,848,,FALSE,Britannic Investments Iraq Limited,Britannic Investments Iraq Limited,,,,,,,,,,,,,
847,847,,FALSE,Britannic Energy Trading Limited,Britannic Energy Trading Limited,,,,,,,,,,,,,
846,846,,FALSE,BP+Amoco International Limited,BP+Amoco International Limited,,,,,,,,,,,,,
845,845,,FALSE,BP World-Wide Technical Services Limited,BP World-Wide Technical Services Limited,,,,,,,,,,,,,
844,844,,FALSE,BP West Papua Ill Limited,BP West Papua Ill Limited,,,,,,,,,,,,,
843,843,,FALSE,BP West Papua I Limited,BP West Papua I Limited,,,,,,,,,,,,,
842,842,,FALSE,BP West Aru II Limited,BP West Aru II Limited,,,,,,,,,,,,,
841,841,,FALSE,BP West Aru I Limited,BP West Aru I Limited,,,,,,,,,,,,,
840,840,,FALSE,BP Trading Limited,BP Trading Limited,,,,,,,,,,,,,
839,839,,FALSE,BP Tanjung IV Limited,BP Tanjung IV Limited,,,,,,,,,,,,,
838,838,,FALSE,BP Sutton Limited,BP Sutton Limited,,,,,,,,,,,,,
837,837,,FALSE,BP Subsea Well Response Limited,BP Subsea Well Response Limited,,,,,,,,,,,,,
836,836,,FALSE,BP Subsea Well Response (Brazil) Limited,BP Subsea Well Response (Brazil) Limited,,,,,,,,,,,,,
835,835,,FALSE,BP South East Asia Limited,BP South East Asia Limited,,,,,,,,,,,,,
834,834,,FALSE,BP Sharjah Limited,BP Sharjah Limited,,,,,,,,,,,,,
833,833,,FALSE,BP Services International Limited,BP Services International Limited,,,,,,,,,,,,,
832,832,,FALSE,BP Russian Investments Limited,BP Russian Investments Limited,,,,,,,,,,,,,
831,831,,FALSE,BP Properties Limited,BP Properties Limited,,,,,,,,,,,,,
830,830,,FALSE,BTC Pipeline Holding Company Limited,BTC Pipeline Holding Company Limited,,,,,,,,,,,,,
829,829,,FALSE,BP Pensions Limited,BP Pensions Limited,,,,,,,,,,,,,
828,828,,FALSE,BP Pension Trustees Limited,BP Pension Trustees Limited,,,,,,,,,,,,,
827,827,,FALSE,BP Oil Yemen Limited,BP Oil Yemen Limited,,,,,,,,,,,,,
826,826,,FALSE,BP Oil Vietnam Limited,BP Oil Vietnam Limited,,,,,,,,,,,,,
825,825,,FALSE,BP Oil Venezuela Limited,BP Oil Venezuela Limited,,,,,,,,,,,,,
824,824,,FALSE,BP Oil Logistics UK Limited,BP Oil Logistics UK Limited,,,,,,,,,,,,,
823,823,,FALSE,BP Oil Llandarcy Refinery Limited,BP Oil Llandarcy Refinery Limited,,,,,,,,,,,,,
822,822,,FALSE,BP Oil Kent Refinery Limited (in liquidation),BP Oil Kent Refinery Limited (in liquidation),,,,,,,,,,,,,
821,821,,FALSE,BP North Arafura Limited,BP North Arafura Limited,,,,,,,,,,,,,
820,820,,FALSE,BP Mocambique Limited,BP Mocambique Limited,,,,,,,,,,,,,
819,819,,FALSE,BP Marine Limited,BP Marine Limited,,,,,,,,,,,,,
818,818,,FALSE,BP LPG UK Limited,BP LPG UK Limited,,,,,,,,,,,,,
817,817,,FALSE,BP Kuwait Limited,BP Kuwait Limited,,,,,,,,,,,,,
816,816,,FALSE,BP Korea Marketing Limited (in Liquidation),BP Korea Marketing Limited (in Liquidation),,,,,,,,,,,,,
815,815,,FALSE,BP Kazakhstan Limited (in liquidation),BP Kazakhstan Limited (in liquidation),,,,,,,,,,,,,
814,814,,FALSE,BP Kapuas III Limited,BP Kapuas III Limited,,,,,,,,,,,,,
813,813,,FALSE,BP Kapuas I Limited,BP Kapuas I Limited,,,,,,,,,,,,,
812,812,,FALSE,BP Iran Limited,BP Iran Limited,,,,,,,,,,,,,
811,811,,FALSE,BP Investment Management Limited,BP Investment Management Limited,,,,,,,,,,,,,
810,810,,FALSE,BP Holdings North America Limited,BP Holdings North America Limited,,,,,,,,,,,,,
809,809,,FALSE,BP Gas Marketing Limited,BP Gas Marketing Limited,,,,,,,,,,,,,
808,808,,FALSE,BP Finance p I c,BP Finance p I c,,,,,,,,,,,,,
807,807,,FALSE,BP Oil UK Limited,BP Oil UK Limited,,,,,,,,,,,,,
806,806,,FALSE,BP Express Shopping Limited,BP Express Shopping Limited,,,,,,,,,,,,,
805,805,,FALSE,BP Exploration Venezuela Limited,BP Exploration Venezuela Limited,,,,,,,,,,,,,
804,804,,FALSE,BP Exploration Services Limited,BP Exploration Services Limited,,,,,,,,,,,,,
803,803,,FALSE,BP Exploration Personnel Company Limited,BP Exploration Personnel Company Limited,,,,,,,,,,,,,
802,802,,FALSE,BP Exploration Orinoco Limited,BP Exploration Orinoco Limited,,,,,,,,,,,,,
801,801,,FALSE,BP Exploration North Africa Limited,BP Exploration North Africa Limited,,,,,,,,,,,,,
800,800,,FALSE,BP Exploration Mexico Limited,BP Exploration Mexico Limited,,,,,,,,,,,,,
799,799,,FALSE,BP Exploration Libya Limited,BP Exploration Libya Limited,,,,,,,,,,,,,
798,798,,FALSE,BP Exploration Indonesia Limited,BP Exploration Indonesia Limited,,,,,,,,,,,,,
797,797,,FALSE,BP Exploration China Limited,BP Exploration China Limited,,,,,,,,,,,,,
796,796,,FALSE,BP Exploration Beta Limited,BP Exploration Beta Limited,,,,,,,,,,,,,
795,795,,FALSE,BP Exploration Angola (Kwanza Benguela) Limited,BP Exploration Angola (Kwanza Benguela) Limited,,,,,,,,,,,,,
794,794,,FALSE,BP Exploration (Vietnam) Limited,BP Exploration (Vietnam) Limited,,,,,,,,,,,,,
793,793,,FALSE,BP Exploration (South Atlantic) Limited,BP Exploration (South Atlantic) Limited,,,,,,,,,,,,,
792,792,,FALSE,BP Exploration (Shah Dena) Limited,BP Exploration (Shah Dena) Limited,,,,,,,,,,,,,
791,791,,FALSE,BP Exploration (Nigeria) Limited,BP Exploration (Nigeria) Limited,,,,,,,,,,,,,
790,790,,FALSE,BP Exploration (Nigeria Finance) Limited,BP Exploration (Nigeria Finance) Limited,,,,,,,,,,,,,
789,789,,FALSE,BP Exploration (Namibia) Limited,BP Exploration (Namibia) Limited,,,,,,,,,,,,,
788,788,,FALSE,PHP Operations,PHP Operations,,,,,,,,,,,,,
787,787,,FALSE,BP Exploration (Canada) Limited,BP Exploration (Canada) Limited,,,,,,,,,,,,,
786,786,,FALSE,BP Exploration (Angola) Limited,BP Exploration (Angola) Limited,,,,,,,,,,,,,
785,785,,FALSE,BP Exploration (Alpha) Limited,BP Exploration (Alpha) Limited,,,,,,,,,,,,,
784,784,,FALSE,BP Exploration (Alov) Limited,BP Exploration (Alov) Limited,,,,,,,,,,,,,
783,783,,FALSE,BP Energy Company,BP Energy Company,,,,,,,,,,,,,
782,782,,FALSE,BP Egypt LNG Limited,BP Egypt LNG Limited,,,,,,,,,,,,,
781,781,,FALSE,BP Eastern Mediterranean Limited,BP Eastern Mediterranean Limited,,,,,,,,,,,,,
780,780,,FALSE,BP Continental Holdings Limited,BP Continental Holdings Limited,,,,,,,,,,,,,
779,779,,FALSE,BP Containment Response Limited,BP Containment Response Limited,,,,,,,,,,,,,
778,778,,FALSE,BP China Limited,BP China Limited,,,,,,,,,,,,,
777,777,,FALSE,BP Chemicals Trading Limited,BP Chemicals Trading Limited,,,,,,,,,,,,,
776,776,,FALSE,BP Car Finance Limited,BP Car Finance Limited,,,,,,,,,,,,,
