Current_Official_Name_of_Satellite,Country_Org_of_UN_Registry,Country_of_Operator_Owner,Operator_Owner,Users,Purpose,Detailed_Purpose,Class_of_Orbit,Type_of_Orbit,Longitude_of_GEO_in_Degrees,Perigee_in_Km,Apogee_Km,Eccentricity,Inclination_in_Degrees,Period_in_Minutes,Launch_Mass_in_Kg,Dry_Mass_in_Kg,Power_in_Watts,Date_of_Launch,Expected_Lifetime_Yrs,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,COSPAR_Number,NORAD_Number,Source Used for Orbital Data
Lemur,NR (12/20),USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,564,576,0.00,36.90,96.10,4,,,11/7/2020,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2020-081D,46908,JMSatcat/12_20
Lemur 2FM108,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,566,576,0.00,36.90,96.10,4,,,12/11/2019,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2019-089K,44861,JMSatcat/3-20
Lemur 2F48,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,586,596,0.00,97.60,96.50,4,,,7/14/2017,,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042S,42841,JMSatcat/5_NR
Lemur 2F68,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,493,504,0.00,97.50,94.50,4,,,1/11/2018,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2018-004P,43124,JMSatcat/5_18
Lemur 2F25,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,496,507,0.00,97.50,94.60,4,,,2/15/2017,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008AZ,41995,JMSatCat9_17
Lemur 2F88,Luxembourg,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,570,585,0.00,97.70,96.20,4,,,12/27/2018,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,2018-111J,43884,JMSatcat/3_19
Lemur 2F33,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,477,489,0.00,51.64,94.20,4,,,4/18/2017,,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,2017-019D,42754,JMSatcat/4_NR
Lemur 2F54,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,451,454,0.00,51.60,93.60,4,,,12/8/2017,,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,2017-071E,43041,JMSatcat/3-18
Lemur 2F53,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,451,455,0.00,51.60,93.60,4,,,12/8/2017,,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,2017-071M,43048,JMSatcat/3-18
Lemur 2F39,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,496,509,0.00,97.45,94.60,4,,,6/23/2017,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2017-036S,42781,JMSatcat/4_NR
Lemur 2F93,Luxembourg,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,569,584,0.00,97.70,96.20,4,,,12/27/2018,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,2018-111N,43888,JMSatcat/3_19
Lemur 2F24,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,496,507,0.00,97.50,94.60,4,,,2/15/2017,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008AV,41991,JMSatCat9_17
Lemur FM115,NR (12/20),USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,534,538,0.00,97.50,94.50,4,,,9/2/2020,,Spire Global,USA,Guiana Space Center,Vega,2020-061AV,46315,JMSatcat/12_20
Lemur 2F34,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,496,511,0.00,97.45,94.60,4,,,6/23/2017,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2017-036G,42771,JMSatcat/4_NR
Lemur FM121,NR (12/20),USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,553,567,0.00,97.70,94.50,4,,,9/28/2020,,Spire Global,USA,Plesetsk Cosmodrome,Soyuz 2.1b,2020-068Q,46500,JMSatcat/12_20
Lemur 2F26,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,496,507,0.00,97.50,94.60,4,,,2/15/2017,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008AX,41993,JMSatCat9_17
Lemur 2F14,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,498,507,0.00,51.60,94.60,4,,,10/17/2016,,Spire Global,USA,Wallops Island Flight Facility,Antares 230,2016-062D,41872,JMSatCat9_17
Lemur 2F23,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,496,507,0.00,97.50,94.60,4,,,2/15/2017,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008AY,41994,JMSatCat9_17
Lemur 2F32,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,476,490,0.00,51.64,94.20,4,,,4/18/2017,,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,2017-019E,42755,JMSatcat/4_NR
Lemur FM117,NR (12/20),USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,534,539,0.00,97.50,94.50,4,,,9/2/2020,,Spire Global,USA,Guiana Space Center,Vega,2020-061AX,46317,JMSatcat/12_20
Lemur FM120,NR (12/20),USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,554,568,0.00,97.70,94.50,4,,,9/28/2020,,Spire Global,USA,Plesetsk Cosmodrome,Soyuz 2.1b,2020-068S,46502,JMSatcat/12_20
Lemur 2F29,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,496,507,0.00,97.50,94.60,4,,,2/15/2017,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008BC,41998,JMSatCat9_17
Lemur 2F72,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Polar,0.00,492,532,0.00,82.90,94.80,4,,,1/21/2018,,Spire Global,USA,Rocket Lab Launch Complex 1,Electron,2018-010E,43167,JMSatcat/5_18
Lemur 2F75,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,571,588,0.00,97.30,96.20,4,,,1/31/2018,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,2018-014F,43185,JMSatcat/5_18
Lemur 2FM111,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,568,576,0.00,36.90,96.10,4,,,12/11/2019,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2019-089M,44863,JMSatcat/3_20
Lemur 2F92,Luxembourg,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,569,584,0.00,97.70,96.20,4,,,12/27/2018,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,2018-111H,43883,JMSatcat/3_19
Lemur 2F78,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,480,486,0.00,51.60,94.20,4,,,7/16/2018,,Spire Global,USA,Cygnus,Nanorack Deployer,2018-046H,43561,JMSatcat/3_19
Lemur 2F77,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,571,589,0.00,97.30,96.20,4,,,1/31/2018,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,2018-014D,43183,JMSatcat/5_18
Lemur FM119,NR (12/20),USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,534,539,0.00,97.50,94.50,4,,,9/2/2020,,Spire Global,USA,Guiana Space Center,Vega,2020-061AY,46318,JMSatcat/12_20
Lemur 2FM100,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,493,508,0.00,97.50,94.60,4,,,4/1/2019,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2019-018K,44087,JMSatcat/11_19
Lemur 2F85,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,476,500,0.00,97.50,95.00,4,,,11/29/2018,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2018-096AD,43746,Estimated
Lemur 2F81,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,480,486,0.00,51.60,94.20,4,,,7/16/2018,,Spire Global,USA,Cygnus,Nanorack Deployer,2018-046E,43558,JMSatcat/3_19
Lemur 2F128,NR (12/20),USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,568,576,0.00,36.90,96.10,4,,,11/7/2020,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2020-081F,46910,JMSatcat/12_20
Lemur 2FM102,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,513,547,0.00,97.50,95.20,4,,,7/5/2019,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1b,2019-038S,44402,JMSatcat/11_19
Lemur 2F17,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,498,507,0.00,51.60,94.60,4,,,10/17/2016,,Spire Global,USA,Wallops Island Flight Facility,Antares 230,2016-062F,41874,JMSatCat9_17
Lemur 2F15,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,498,507,0.00,51.60,94.60,4,,,10/17/2016,,Spire Global,USA,Wallops Island Flight Facility,Antares 230,2016-062C,41871,JMSatCat9_17
Lemur 2F35,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,496,511,0.00,97.45,94.60,4,,,6/23/2017,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2017-036H,42772,JMSatcat/4_NR
Lemur 2FM103,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,515,544,0.00,97.50,95.20,4,,,7/5/2019,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1b,2019-038AE,44414,JMSatcat/11_19
Lemur 2F50,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,450,452,0.00,51.60,93.60,4,,,12/9/2017,,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,2017-071J,43045,JMSatcat/3-18
Lemur 2F79,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.00,480,486,0.00,51.60,94.20,4,,,7/16/2018,,Spire Global,USA,Cygnus,Nanorack Deployer,2018-046G,43560,JMSatcat/3_19
Lemur 2F46,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,587,597,0.00,97.60,96.50,4,,,7/14/2017,,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042W,42845,JMSatcat/5_NR
Lemur 2F91,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,569,584,0.00,97.70,96.20,4,,,12/27/2018,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,2018-111L,43886,JMSatcat/3_19
Lemur 2F82,NR,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Polar,0.00,495,595,0.01,85.00,94.70,4,,,11/10/2018,,Spire Global,USA,Rocket Lab Launch Complex 1,Electron,2018-088F,43695,JM/11_18
LEO CP9,USA,USA,California Polytechnic State University,Civil,Technology Development,,Elliptical,,0.00,301,846,0.04,28.50,96.10,6,,,6/25/2019,,California Polytechnic State University,USA,Cape Canaveral,Falcon Heavy,2019-036X,44360,JMSatcat/11_19
LEO Vantage 1,NR,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.00,494,506,0.00,97.50,94.60,100,,,1/11/2018,,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV,2018-004C,43113,JMSatcat/5_18
Lightsail-2,NR,USA,The Planetary Society,Civil,Technology Development,,LEO,Non-Polar Inclined,0.00,696,715,0.00,24.00,98.90,1,,,6/25/2019,,The Planetary Society,USA,Cape Canaveral,Falcon Heavy,2019-036AC,44420,JMSatcat/7_20
LightSat,Germany,Germany,German Orbital Systems,Commercial,Technology Development,,LEO,Sun-Synchronous,0.00,514,547,0.00,97.50,95.20,1,,,7/5/2019,,German Orbital Systems,Germany,Vostochny Cosmodrome,Soyuz 2.1b,2019-038H,44393,JMSatcat/11_19
LilacSat-2,NR,China,Harbin Institute/China Amateur Satellite - CAMSAT,Civil,Technology Development,,LEO,Sun-Synchronous,0.00,520,541,0.00,97.47,95.24,11,,,9/19/2015,,Harbin Institute of Technology,China,Taiyuan Launch Center,Long March 6,2015-049K,40908,JM 12_15
Ling Qiao,China,China,Xinwei Telecom Technology Company,Commercial,Technology Development,,LEO,Sun-Synchronous,0.00,779,808,0.00,98.47,100.73,100,,,9/4/2014,,Xinwei Telecom Technology Co/Tsinghua University,China,Jiuquan Satellite Launch Center,Long March 2D,2014-051A,40136,ZARYA
Lingque 1A,NR,China,Beijing ZeroG Technology Co. Ltd.,Commercial,Earth Observation,,LEO,Sun-Synchronous,0.00,516,539,0.00,97.50,95.20,3,,,1/21/2019,,Beijing ZeroG Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 11,2019-005A,43942,JMSatcat/3_19
Lithuanicasat-2 (QB50 LT01),Belgium,Lithuania,Vilnius University,Civil,Technology Development,,LEO,Sun-Synchronous,0.00,482,504,0.00,97.00,94.50,4,,,6/23/2017,,NanoAvionics,Lithuania,Satish Dhawan Space Centre,PSLX-XL,2017-036D,42768,JMSatcat/7_20
LKW-1,NR,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.00,489,502,0.00,97.40,94.50,,,,12/4/2017,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2017-077A,43034,JMSatcat/3_18
LKW-2,NR,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.00,489,502,0.00,97.40,94.50,,,,12/22/2017,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2017-084A,43080,JMSatcat/5_18
LKW-3,NR,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.00,488,503,0.00,97.30,94.50,,,,1/13/2018,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2018-006A,43146,JMSatcat/5_18
LKW-4,NR,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.00,489,502,0.00,97.30,94.50,,,,3/17/2018,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2018-025A,43236,JMSatcat/5_18
Long Xi Yan,NR (12/20),China,Nanjing and Hong Kong Universities,Civil,Space Science,X-ray Astronomy,LEO,Sun-Synchronous,0.00,481,500,0.00,97.50,94.40,50,,,7/25/2020,,"Shanghai ASES Spaceflight Technology Co. Ltd., NJU/HKU",China,Taiyuan Launch Center,Long March 4B,2020-051B,54940,ZARYA
Cosmos 2455,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.00,900,911,0.00,67.20,103.10,5000,,,11/20/2009,,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Plesetsk Cosmodrome,Soyuz U,2009-063A,36095,www.satellitedebris.net 12/12
Cosmos 2524,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.00,908,916,0.00,67.10,101.00,5000,,,12/3/2017,,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2017-076A,43032,JMSatcat/3_18
Cosmos 2528,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.00,244,900,0.05,67.10,96.10,5000,,,10/24/2018,,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2018-082A,43657,JMSatcat/11_18
Cosmos 2502,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.00,901,910,0.00,67.15,103.11,5000,,,12/23/2014,,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2014-086A,40358,ZARYA
LQSat,NR,China,Changchun Institute of Optics,Commercial,Earth Observation,Technology Development,LEO,Sun-Synchronous,0.00,640,663,0.00,98.04,97.77,55,,,10/7/2015,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,2015-057A,40958,JM /12_15
LUCAS,NR (12/20),Japan,Japan Aerospace Exploration Agency (JAXA),Government,Communications,,GEO,,91.00,35779,35792,0.00,0.04,1436.04,,,,11/29/2020,10.00,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,2020-089A,47202,ZARYA 2020
Luch 5A,Russia,Russia,Russian Federal Space Agency,Government,Communications,,GEO,,166.99,35778,35793,0.00,4.85,1436.80,950,,,12/11/2011,,ISS Reshetnev/Thales Alenia Space,Russia/France,Baikonur Cosmodrome,Proton M,2011-074B,37951,JM/1_12
Luch 5B,Russia,Russia,Russian Federal Space Agency,Government,Communications,,GEO,,-16.00,35772,35801,0.00,0.22,1436.09,1282,950,,11/2/2012,,OAO ISS,Russia,Baikonur Cosmodrome,Proton M,2012-061A,38977,SC - ASCR
Luch 5V,Russia,Russia,Russian Federal Space Agency,Government,Communications,,GEO,,95.00,35767,35802,0.00,4.76,1435.99,1148,950,"2,200",4/28/2014,10.00,OAO Resetneva,Russia,Baikonur Cosmodrome,Proton M,2014-023A,39727,SC - ASCR
Luch/Olympus,Russia,Russia,Ministry of Defense,Military,Communications,,GEO,,95.00,35781,35793,0.00,0.05,1436.12,,,,9/27/2014,15.00,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2014-058A,40258,ZARYA
Lucky-7,Czech Republic,Czech Republic,SkyFox Labs,Commercial,Technology Development,,LEO,Sun-Synchronous,0.00,515,545,0.00,97.50,95.20,1,,,7/5/2019,,SkyFox Labs,Czech Republic,Vostochny Cosmodrome,Soyuz 2.1b,2019-038W,44406,JMSatcat/11_19
Lume-1,Spain,Spain,University of Vigo/Alén Space,Commercial/Civil,Communications,,LEO,Sun-Synchronous,0.00,480,513,0.00,97.30,94.50,2,,,12/27/2018,,University of Vigo/Alén Space,Spain,Vostochny Cosmodrome,Soyuz 2.1a,2018-111AJ,43908,JMSatcat/3_19
Luojia 1,China,China,Wuhan University,Civil,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.00,634,647,0.00,98.00,97.50,5,,,6/3/2018,,Wuhan University,China,Jiuquan Satellite Launch Center,Long March 2D,2018-048B,43485,JMSatcat/10_18
M3MSat,Canada,Canada,Defence Research and Development Canada (DRDC)/Canadian Space Agency,Government,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.00,501,515,0.00,97.50,94.70,85,,,6/22/2016,,Com Dev International (Honeywell Canada),Canada,Satish Dhawan Space Centre,PSLV XL,2016-040G,41605,ZARYA
MakerSat-1,NR (12/20),USA,Northwest Nazarene University,Commercial/Civil,Technology Development,,LEO,Non-Polar Inclined,0.00,459,473,0.00,51.60,93.90,2,,,1/31/2020,,Northwest Nazarene University/Globalstar,USA,Cygnus,SEOPS Slingshot Deployer,2019-071N,45123,
Maroc Tubsat,NR,Morocco/Germany,CTRS Morocco/Institut für Luft-und Raumfahrttechnik (Berlin),Government,Technology Development,,LEO,Sun-Synchronous,0.00,984,1014,0.00,99.20,105.10,47,,56,12/10/2001,3.00,CRTS Morocco/Institut für Luft-und Raumfahrttechnik,Morocco/Germany,Baikonur Cosmodrome,Zenit,2001-056D,27004,www.satellitedebris.net 12/12
Max Valier,NR,Italy,"Max Valier school Bolzano, Italy, Oskar von Miller school, Merano, Italy",Civil,Space Science/Technology Development,,LEO,Sun-Synchronous,0.00,496,516,0.00,97.45,94.70,16,,,6/23/2017,,Two high schools and OHB System AG,Italy/Germany,Satish Dhawan Space Centre,PSLV,2017-036P,42778,JMSatcat/10_17
Maya-1,NR,Philippines,Kyushu Institute of Technology (KIT),Civil,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0.00,398,409,0.00,51.60,94.70,1,,,8/10/2018,,Kyushu Institute of Technology (KIT),Japan,International Space Station,J-SSOD Deployer,1998-067PE,43590,JM/11_18
M-Cubed/E1P-U2,USA,USA,University of Michigan/Montana University,Civil,Technology Development,,LEO,Polar,0.00,442,724,0.02,101.70,97.45,2,,,10/28/2011,,University of Michigan/Montana University/Montana Space Grant Consortium,USA,Vandenberg AFB,Delta 7920,2011-061F,37855,WT
Measat 3,Malaysia,Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,,GEO,,91.54,35778,35794,0.00,0.00,1436.10,4900,3220,"10,800",12/11/2006,15.00,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton M,2006-056A,29648,JM/12_08
Measat 3A,Malaysia,Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,,GEO,,91.50,35728,35788,0.00,0.04,1434.60,2417,,,6/21/2009,15.00,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Zenit 3SLB,2009-032A,35362,SC - ASCR
Measat 3B,Malaysia,Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,,GEO,,91.50,35772,35802,0.00,0.05,1436.11,5800,,"16,000",9/11/2014,15.00,Airbus Defence and Space,Germany/France,Guiana Space Center,Ariane 5 ECA,2014-054B,40147,ZARYA
Megha-Tropiques,India,India/France,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,0.00,853,868,0.00,20.00,102.20,1000,,,10/12/2011,5.00,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV,2011-058A,37838,www.satellitedebris.net 12/12
