project,owner,status,countries,type,geom,pci,capacity,capacity_unit,lat,lng,route,url
Smurfit Mengíbar power station,Smurfit Kappa Esp,operating,Spain,Gas Power Plant,point,,25.765,MW,37.9812,-3.7934,,https://www.gem.wiki/Smurfit_Mengíbar_power_station
Iernut power station 1,SNGN Romgaz,operating,Romania,Gas Power Plant,point,,100,MW,46.4677,24.1833,,https://www.gem.wiki/Iernut_power_station
Iernut power station 4,SNGN Romgaz,operating,Romania,Gas Power Plant,point,,100,MW,46.4677,24.1833,,https://www.gem.wiki/Iernut_power_station
Iernut power station 5,SNGN Romgaz,operating,Romania,Gas Power Plant,point,,200,MW,46.4677,24.1833,,https://www.gem.wiki/Iernut_power_station
Iernut power station 6,SNGN Romgaz,operating,Romania,Gas Power Plant,point,,200,MW,46.4677,24.1833,,https://www.gem.wiki/Iernut_power_station
Iernut power station CC,SNGN Romgaz,construction,Romania,Gas Power Plant,point,,430,MW,46.4677,24.1833,,https://www.gem.wiki/Iernut_power_station
Solvay Torrelavega power station,Solvay SA,operating,Spain,Gas Power Plant,point,,40,MW,43.3766,-4.0447,,https://www.gem.wiki/Solvay_Torrelavega_power_station
Ferrybridge power station D CC 1,Scottish And Southern Energy,proposed,United Kingdom,Gas Power Plant,point,,1100,MW,53.7156,-1.2806,,https://www.gem.wiki/Ferrybridge_power_station
Ferrybridge power station D CC 2,Scottish And Southern Energy,proposed,United Kingdom,Gas Power Plant,point,,1100,MW,53.7156,-1.2806,,https://www.gem.wiki/Ferrybridge_power_station
Panické Dravce power station GT 1,Stredoslovenska Energetika (SSE),operating,Slovakia,Gas Power Plant,point,,49.87,MW,48.2864,19.6149,,https://www.gem.wiki/Panické_Dravce_power_station
Great Island power station,SSE plc,operating,Ireland,Gas Power Plant,point,,431,MW,52.281,-6.991,,https://www.gem.wiki/Great_Island_power_station
Burghfield power station,SSE plc,operating,United Kingdom,Gas Power Plant,point,,50,MW,51.4294,-1.0033,,https://www.gem.wiki/Burghfield_power_station
Chickerell power station,SSE plc,operating,United Kingdom,Gas Power Plant,point,,50,MW,50.6236,-2.4891,,https://www.gem.wiki/Chickerell_power_station
Keadby power station 1,SSE plc,operating,United Kingdom,Gas Power Plant,point,,764,MW,53.5944,-0.7504,,https://www.gem.wiki/Keadby_power_station
Keadby power station 2,SSE plc,construction,United Kingdom,Gas Power Plant,point,,840,MW,53.5944,-0.7504,,https://www.gem.wiki/Keadby_power_station
Keadby power station 3,SSE plc,operating,United Kingdom,Gas Power Plant,point,,30,MW,53.5944,-0.7504,,https://www.gem.wiki/Keadby_power_station
Medway power station,SSE plc,operating,United Kingdom,Gas Power Plant,point,,755,MW,51.4396,0.6894,,https://www.gem.wiki/Medway_power_station
Peterhead power station 1,SSE plc,operating,United Kingdom,Gas Power Plant,point,,1180,MW,57.4772,-1.7889,,https://www.gem.wiki/Peterhead_power_station
Seabank power station 1,Seabank Power Limited,operating,United Kingdom,Gas Power Plant,point,,836,MW,51.5392,-2.67,,https://www.gem.wiki/Seabank_power_station
Seabank power station 2,Seabank Power Limited,operating,United Kingdom,Gas Power Plant,point,,422,MW,51.5392,-2.67,,https://www.gem.wiki/Seabank_power_station
Marchwood power station,Marchwood Power,operating,United Kingdom,Gas Power Plant,point,,840,MW,50.898,-1.4375,,https://www.gem.wiki/Marchwood_power_station
Meaford Energy Centre CC,Meaford Energy Ltd,proposed,United Kingdom,Gas Power Plant,point,,299,MW,52.9257,-2.1641,,https://www.gem.wiki/Meaford_Energy_Centre
Wrexham Energy Centre,Wrexham Power Ltd,proposed,United Kingdom,Gas Power Plant,point,,299,MW,53.0402,-2.933,,https://www.gem.wiki/Wrexham_Energy_Centre
Halle Trotha power station A & B,EVH GmbH,operating,Germany,Gas Power Plant,point,,97,MW,51.481,11.9643,,https://www.gem.wiki/Halle_Trotha_power_station
Halle Trotha power station C,EVH GmbH,operating,Germany,Gas Power Plant,point,,57,MW,51.481,11.9643,,https://www.gem.wiki/Halle_Trotha_power_station
Halle Trotha power station CC,EVH GmbH,operating,Germany,Gas Power Plant,point,,56.14,MW,51.481,11.9643,,https://www.gem.wiki/Halle_Trotha_power_station
Emden power station GT,Statkraft Markets GmbH,operating,Germany,Gas Power Plant,point,,52,MW,53.3422,7.2062,,https://www.gem.wiki/Emden_power_station
Knapsack Gas power station I,Statkraft Markets GmbH,operating,Germany,Gas Power Plant,point,,800,MW,50.859,6.841,,https://www.gem.wiki/Knapsack_Gas_power_station
Knapsack Gas power station II,Statkraft Markets GmbH,operating,Germany,Gas Power Plant,point,,430,MW,50.859,6.841,,https://www.gem.wiki/Knapsack_Gas_power_station
Robert Frank power station,Statkraft Markets GmbH,operating,Germany,Gas Power Plant,point,,56,MW,52.5459,9.1136,,https://www.gem.wiki/Robert_Frank_power_station
Cuno herdecke power station,"Mark-E AG, Statkraft Markets GmbH",operating,Germany,Gas Power Plant,point,,417,MW,51.4031,7.4155,,https://www.gem.wiki/Cuno_herdecke_power_station
Pforzheim power station II,Heizkraftwerk Pforzheim GmbH,operating,Germany,Gas Power Plant,point,,41,MW,48.8973,8.7245,,https://www.gem.wiki/Pforzheim_power_station
Pforzheim power station III,Heizkraftwerk Pforzheim GmbH,proposed,Germany,Gas Power Plant,point,,52,MW,48.8973,8.7245,,https://www.gem.wiki/Pforzheim_power_station
Kralupy Plant power station S1,Tamero Invest,operating,Czechia,Gas Power Plant,point,,33,MW,50.2588,14.3207,,https://www.gem.wiki/Kralupy_Plant_power_station
Kralupy Plant power station S2,Tamero Invest,operating,Czechia,Gas Power Plant,point,,33,MW,50.2588,14.3207,,https://www.gem.wiki/Kralupy_Plant_power_station
Kralupy Plant power station S3,Tamero Invest,operating,Czechia,Gas Power Plant,point,,32,MW,50.2588,14.3207,,https://www.gem.wiki/Kralupy_Plant_power_station
Lielahti power station,Tampereen Sähkölaitos,operating,Finland,Gas Power Plant,point,,142,MW,61.5104,23.6752,,https://www.gem.wiki/Lielahti_power_station
Saint-Étienne-du-Rouvray power station 11,Taranis Energy,operating,France,Gas Power Plant,point,,32,MW,49.3652,1.1159,,https://www.gem.wiki/Saint-Étienne-du-Rouvray_power_station
Saint-Étienne-du-Rouvray power station 2019-08-10 00:00:00,Taranis Energy,operating,France,Gas Power Plant,point,,103,MW,49.3652,1.1159,,https://www.gem.wiki/Saint-Étienne-du-Rouvray_power_station
Lagisza power station 9 CC,Tauron Wytwarzanie S.A.,proposed,Poland,Gas Power Plant,point,,413,MW,50.3502,19.1435,,https://www.gem.wiki/Lagisza_power_station
Tenaris Dalmine power station,Dalmine SpA,operating,Italy,Gas Power Plant,point,,122,MW,45.6392,9.6048,,https://www.gem.wiki/TENARIS_DALMINE_S.P.A._power_station
Cerveny Mlyn power station,"Teplárny Brno, a.s.",operating,Czechia,Gas Power Plant,point,,98,MW,49.2162,16.6063,,https://www.gem.wiki/Cerveny_Mlyn_power_station
Galati power station 3,SC Electrocentrale Galati SA,operating,Romania,Gas Power Plant,point,,98,MW,45.436,27.9814,,https://www.gem.wiki/Galati_power_station
Galati power station 5,SC Electrocentrale Galati SA,operating,Romania,Gas Power Plant,point,,98,MW,45.436,27.9814,,https://www.gem.wiki/Galati_power_station
Galati power station 6,SC Electrocentrale Galati SA,operating,Romania,Gas Power Plant,point,,98,MW,45.436,27.9814,,https://www.gem.wiki/Galati_power_station
Trianel Hamm power station Block 10,Trianel Gaskraftwerk Hamm GmbH & Co. KG,operating,Germany,Gas Power Plant,point,,417,MW,51.674,7.9292,,https://www.gem.wiki/Trianel_Hamm_power_station
Trianel Hamm power station Block 20,Trianel Gaskraftwerk Hamm GmbH & Co. KG,operating,Germany,Gas Power Plant,point,,421,MW,51.674,7.9292,,https://www.gem.wiki/Trianel_Hamm_power_station
Sofia Iztok power station,Toplofikacia Sofia EAD,operating,Bulgaria,Gas Power Plant,point,,186,MW,42.6515,23.4172,,https://www.gem.wiki/Sofia_Iztok_power_station
Sofia power station 6,Toplofikacia Sofia EAD,operating,Bulgaria,Gas Power Plant,point,,50,MW,42.7189,23.3209,,https://www.gem.wiki/Sofia_power_station
Sofia power station 8,Toplofikacia Sofia EAD,operating,Bulgaria,Gas Power Plant,point,,25,MW,42.7189,23.3209,,https://www.gem.wiki/Sofia_power_station
Marcinelle Energie (Carsid) power station,Total Direct Énergie,operating,Belgium,Gas Power Plant,point,,413,MW,50.4138,4.4067,,https://www.gem.wiki/Marcinelle_Energie_(Carsid)_power_station
Bayet Combined Cycle power station,Total Direct Énergie,operating,France,Gas Power Plant,point,,401,MW,46.2731,3.3007,,https://www.gem.wiki/Bayet_Combined_Cycle_power_station
Croix-de-Metz (Toul) power station,Total Direct Énergie,operating,France,Gas Power Plant,point,,413,MW,48.6934,5.9147,,https://www.gem.wiki/Croix-de-Metz_(Toul)_power_station
Pont sur sambre power station,Total Direct Énergie,operating,France,Gas Power Plant,point,,412,MW,50.2292,3.8681,,https://www.gem.wiki/Pont_sur_sambre_power_station
Landivisiau power station CC,Comp Electrique De Bretagne,proposed,France,Gas Power Plant,point,,446,MW,48.5101,-4.0733,,https://www.gem.wiki/Landivisiau_power_station
Krefeld-Uerdingen power station CC,Trianel GmbH,proposed,Germany,Gas Power Plant,point,,1200,MW,51.3548,6.6429,,https://www.gem.wiki/Krefeld-Uerdingen_power_station
Pobla De Claramunt power station,Union Indust Papelera (UIPSA),operating,Spain,Gas Power Plant,point,,33,MW,41.5519,1.6855,,https://www.gem.wiki/Pobla_De_Claramunt_power_station
Maasvlakte Ucml power station,Benelux,operating,Netherlands,Gas Power Plant,point,,70,MW,51.96,4.0254,,https://www.gem.wiki/Maasvlakte_Ucml_power_station
Delft power station 1,E.On Benelux Holding BV,operating,Netherlands,Gas Power Plant,point,,25,MW,51.9996,4.2937,,https://www.gem.wiki/Delft_power_station
Delft power station 2,E.On Benelux Holding BV,operating,Netherlands,Gas Power Plant,point,,25,MW,51.9996,4.2937,,https://www.gem.wiki/Delft_power_station
Delft power station 3,E.On Benelux Holding BV,operating,Netherlands,Gas Power Plant,point,,25,MW,51.9996,4.2937,,https://www.gem.wiki/Delft_power_station
Delft power station 4,E.On Benelux Holding BV,operating,Netherlands,Gas Power Plant,point,,25,MW,51.9996,4.2937,,https://www.gem.wiki/Delft_power_station
Gönyűi power station,Uniper,operating,Hungary,Gas Power Plant,point,,427,MW,47.7384,17.8033,,https://www.gem.wiki/Gönyűi_power_station
Emile Huchet power station 7,Uniper,operating,France,Gas Power Plant,point,,413,MW,49.1526,6.7018,,https://www.gem.wiki/Emile_Huchet_power_station
Emile Huchet power station 8,Uniper,operating,France,Gas Power Plant,point,,413,MW,49.1526,6.7018,,https://www.gem.wiki/Emile_Huchet_power_station
Den Haag power station,Uniper,operating,Netherlands,Gas Power Plant,point,,112,MW,52.0766,4.2907,,https://www.gem.wiki/Den_Haag_power_station
Leiden power station,Uniper,operating,Netherlands,Gas Power Plant,point,,85,MW,52.1641,4.4941,,https://www.gem.wiki/Leiden_power_station
Rotterdam Capelle (RoCa) power station GT1,Uniper,operating,Netherlands,Gas Power Plant,point,,24,MW,51.9537,4.5616,,https://www.gem.wiki/Rotterdam_Capelle_(RoCa)_power_station
Rotterdam Capelle (RoCa) power station GT2,Uniper,operating,Netherlands,Gas Power Plant,point,,24,MW,51.9537,4.5616,,https://www.gem.wiki/Rotterdam_Capelle_(RoCa)_power_station
Rotterdam Capelle (RoCa) power station GT3,Uniper,operating,Netherlands,Gas Power Plant,point,,220,MW,51.9537,4.5616,,https://www.gem.wiki/Rotterdam_Capelle_(RoCa)_power_station
Killingholme Power Station B1,Uniper,operating,United Kingdom,Gas Power Plant,point,,500,MW,53.6591,-0.2558,,https://www.gem.wiki/Killingholme_Power_Station
Killingholme Power Station B2,Uniper,operating,United Kingdom,Gas Power Plant,point,,500,MW,53.6591,-0.2558,,https://www.gem.wiki/Killingholme_Power_Station
Taylor's Lane GT power station 2,Uniper,operating,United Kingdom,Gas Power Plant,point,,72,MW,51.5461,-0.2573,,https://www.gem.wiki/Taylor's_Lane_GT_power_station
Taylor's Lane GT power station 3,Uniper,operating,United Kingdom,Gas Power Plant,point,,72,MW,51.5461,-0.2573,,https://www.gem.wiki/Taylor's_Lane_GT_power_station
Huntorf power station,Uniper Kraftwerke GmbH,operating,Germany,Gas Power Plant,point,,321,MW,53.1897,8.4087,,https://www.gem.wiki/Huntorf_power_station
Franken 1 power station Block 1,Uniper Kraftwerke GmbH,operating,Germany,Gas Power Plant,point,,383,MW,49.4208,11.0077,,https://www.gem.wiki/Franken_1_power_station
Franken 1 power station Block 2,Uniper Kraftwerke GmbH,operating,Germany,Gas Power Plant,point,,440,MW,49.4208,11.0077,,https://www.gem.wiki/Franken_1_power_station
Irsching power station 4,Uniper Kraftwerke GmbH,operating,Germany,Gas Power Plant,point,,561,MW,48.767,11.58,,https://www.gem.wiki/Irsching_power_station
Irsching power station 5,Uniper Kraftwerke GmbH,operating,Germany,Gas Power Plant,point,,846,MW,48.767,11.58,,https://www.gem.wiki/Irsching_power_station
Kirchmöser power station,Uniper Kraftwerke GmbH,operating,Germany,Gas Power Plant,point,,160,MW,52.3942,12.4181,,https://www.gem.wiki/Kirchmöser_power_station
Staudinger power station,Uniper Kraftwerke GmbH,operating,Germany,Gas Power Plant,point,,572,MW,50.0886,8.9534,,https://www.gem.wiki/Staudinger_power_station
Scholven power station CC,Uniper Kraftwerke GmbH,proposed,Germany,Gas Power Plant,point,,700,MW,51.6006,7.0046,,https://www.gem.wiki/Scholven_power_station
Scholven power station GT 1,Uniper Kraftwerke GmbH,proposed,Germany,Gas Power Plant,point,,114,MW,51.6006,7.0046,,https://www.gem.wiki/Scholven_power_station
Grain power station 6,Uniper UK,operating,United Kingdom,Gas Power Plant,point,,455,MW,51.443,0.7078,,https://www.gem.wiki/Grain_power_station
Grain power station 7,Uniper UK,operating,United Kingdom,Gas Power Plant,point,,455,MW,51.443,0.7078,,https://www.gem.wiki/Grain_power_station
Grain power station 8,Uniper UK,operating,United Kingdom,Gas Power Plant,point,,455,MW,51.443,0.7078,,https://www.gem.wiki/Grain_power_station
Connah's Quay power station 1,Uniper UK ltd,operating,United Kingdom,Gas Power Plant,point,,375,MW,53.2317,-3.0815,,https://www.gem.wiki/Connah's_Quay_power_station
Connah's Quay power station 2,Uniper UK ltd,operating,United Kingdom,Gas Power Plant,point,,375,MW,53.2317,-3.0815,,https://www.gem.wiki/Connah's_Quay_power_station
Connah's Quay power station 3,Uniper UK ltd,operating,United Kingdom,Gas Power Plant,point,,375,MW,53.2317,-3.0815,,https://www.gem.wiki/Connah's_Quay_power_station
Connah's Quay power station 4,Uniper UK ltd,operating,United Kingdom,Gas Power Plant,point,,375,MW,53.2317,-3.0815,,https://www.gem.wiki/Connah's_Quay_power_station
Cottam Development Centre power station,Uniper UK ltd,operating,United Kingdom,Gas Power Plant,point,,445,MW,53.3051,-0.7858,,https://www.gem.wiki/Cottam_Development_Centre_power_station
Enfield power station,Uniper UK ltd,operating,United Kingdom,Gas Power Plant,point,,408,MW,51.6625,-0.0225,,https://www.gem.wiki/Enfield_power_station
Sealrock power station 3,Aughinish Alumina,operating,Ireland,Gas Power Plant,point,,81,MW,52.6324,-9.0596,,https://www.gem.wiki/Sealrock_power_station
Sealrock power station 4,Aughinish Alumina,operating,Ireland,Gas Power Plant,point,,81,MW,52.6324,-9.0596,,https://www.gem.wiki/Sealrock_power_station
Valero Pembroke power station,Valero Energy Ltd.,proposed,United Kingdom,Gas Power Plant,point,,45,MW,51.6835,-5.0292,,https://www.gem.wiki/Valero_Pembroke_power_station
Almere power station 1,Nuon NV,operating,Netherlands,Gas Power Plant,point,,60,MW,52.3883,5.2158,,https://www.gem.wiki/Almere_power_station
Almere power station 2,Nuon NV,operating,Netherlands,Gas Power Plant,point,,60,MW,52.3883,5.2158,,https://www.gem.wiki/Almere_power_station
Berlin-Klingenberg power station,Vattenfall,operating,Germany,Gas Power Plant,point,,164,MW,52.4889,13.4968,,https://www.gem.wiki/Berlin-Klingenberg_power_station
Diemen power station 33,Vattenfall AB,operating,Netherlands,Gas Power Plant,point,,249,MW,52.3389,5.0213,,https://www.gem.wiki/Diemen_power_station
Diemen power station 34,Vattenfall AB,operating,Netherlands,Gas Power Plant,point,,435,MW,52.3389,5.0213,,https://www.gem.wiki/Diemen_power_station
Hemweg power station 9,Vattenfall AB,operating,Netherlands,Gas Power Plant,point,,440,MW,52.4049,4.8465,,https://www.gem.wiki/Hemweg_power_station
Magnum (Eemshaven) power station 10,Vattenfall AB,operating,Netherlands,Gas Power Plant,point,,470,MW,53.4502,6.8548,,https://www.gem.wiki/Magnum_(Eemshaven)_power_station
Magnum (Eemshaven) power station 20,Vattenfall AB,operating,Netherlands,Gas Power Plant,point,,470,MW,53.4502,6.8548,,https://www.gem.wiki/Magnum_(Eemshaven)_power_station
Magnum (Eemshaven) power station 30,Vattenfall AB,operating,Netherlands,Gas Power Plant,point,,470,MW,53.4502,6.8548,,https://www.gem.wiki/Magnum_(Eemshaven)_power_station
Stjarnvik power station,Vattenfall AB,operating,Sweden,Gas Power Plant,point,,60,MW,58.6735,17.0545,,https://www.gem.wiki/Stjarnvik_power_station
Charlottenburg power station 4 & 5,Vattenfall Europe Wärme AG,operating,Germany,Gas Power Plant,point,,144,MW,52.5219,13.3111,,https://www.gem.wiki/Charlottenburg_power_station
Tiefstack power station,Vattenfall Hamburg Wärme GmbH,operating,Germany,Gas Power Plant,point,,127,MW,53.5267,10.0658,,https://www.gem.wiki/Tiefstack_power_station
Berlin-Marzahn power station,Vattenfall Wärme AG,construction,Germany,Gas Power Plant,point,,270,MW,52.5186,13.3762,,https://www.gem.wiki/Berlin-Marzahn_power_station
Berlin Mitte power station,Vattenfall Wärme Berlin AG,operating,Germany,Gas Power Plant,point,,444,MW,52.5117,13.4209,,https://www.gem.wiki/Berlin_Mitte_power_station
Lichterfelde power station 1,Vattenfall Wärme Berlin AG,operating,Germany,Gas Power Plant,point,,144,MW,52.4252,13.3098,,https://www.gem.wiki/Lichterfelde_power_station
Lichterfelde power station 4,Vattenfall Wärme Berlin AG,operating,Germany,Gas Power Plant,point,,289,MW,52.4252,13.3098,,https://www.gem.wiki/Lichterfelde_power_station
