"category","meta_cat","group_num","year","gross_inv"
"S&L","Total basic infrastructure",3,1958,7978.956
"S&L","Total basic infrastructure",3,1959,8505.969
"S&L","Total basic infrastructure",3,1960,8258.72
"S&L","Total basic infrastructure",3,1961,9015.7
"S&L","Total basic infrastructure",3,1962,9515.927
"S&L","Total basic infrastructure",3,1963,10656.63
"S&L","Total basic infrastructure",3,1964,11404.88
"S&L","Total basic infrastructure",3,1965,12394.879
"S&L","Total basic infrastructure",3,1966,13188.629
"S&L","Total basic infrastructure",3,1967,13911.135
"S&L","Total basic infrastructure",3,1968,15599.974
"S&L","Total basic infrastructure",3,1969,15299.964
"S&L","Total basic infrastructure",3,1970,15963.537
"S&L","Total basic infrastructure",3,1971,16610.364
"S&L","Total basic infrastructure",3,1972,17000.609
"S&L","Total basic infrastructure",3,1973,17676.982
"S&L","Total basic infrastructure",3,1974,21458.707
"S&L","Total basic infrastructure",3,1975,23207.149
"S&L","Total basic infrastructure",3,1976,23564.197
"S&L","Total basic infrastructure",3,1977,23475.167
"S&L","Total basic infrastructure",3,1978,28398.969
"S&L","Total basic infrastructure",3,1979,33077.192
"S&L","Total basic infrastructure",3,1980,37354.798
"S&L","Total basic infrastructure",3,1981,37757.581
"S&L","Total basic infrastructure",3,1982,36958.943
"S&L","Total basic infrastructure",3,1983,37223.472
"S&L","Total basic infrastructure",3,1984,42291.536
"S&L","Total basic infrastructure",3,1985,46956.196
"S&L","Total basic infrastructure",3,1986,50571.15
"S&L","Total basic infrastructure",3,1987,53602.725
"S&L","Total basic infrastructure",3,1988,56150.623
"S&L","Total basic infrastructure",3,1989,56592.089
"S&L","Total basic infrastructure",3,1990,62653.37
"S&L","Total basic infrastructure",3,1991,63462.773
"S&L","Total basic infrastructure",3,1992,63439.016
"S&L","Total basic infrastructure",3,1993,65176.214
"S&L","Total basic infrastructure",3,1994,67535.816
"S&L","Total basic infrastructure",3,1995,67682.938
"S&L","Total basic infrastructure",3,1996,71829.57
"S&L","Total basic infrastructure",3,1997,76618.674
"S&L","Total basic infrastructure",3,1998,80402.454
"S&L","Total basic infrastructure",3,1999,87076.566
"S&L","Total basic infrastructure",3,2000,94991.313
"S&L","Total basic infrastructure",3,2001,103528.637
"S&L","Total basic infrastructure",3,2002,109537.798
"S&L","Total basic infrastructure",3,2003,113148.239
"S&L","Total basic infrastructure",3,2004,116803.017
"S&L","Total basic infrastructure",3,2005,122783.588
"S&L","Total basic infrastructure",3,2006,133346.578
"S&L","Total basic infrastructure",3,2007,142947.313
"S&L","Total basic infrastructure",3,2008,149822.766
"S&L","Total basic infrastructure",3,2009,156518.252
"S&L","Total basic infrastructure",3,2010,156121.345
"S&L","Total basic infrastructure",3,2011,154478.232
"S&L","Total basic infrastructure",3,2012,152826.3
"S&L","Total basic infrastructure",3,2013,151454.747
"S&L","Total basic infrastructure",3,2014,156695.233
"S&L","Total basic infrastructure",3,2015,163775.742
"S&L","Total basic infrastructure",3,2016,165875.103
"S&L","Total basic infrastructure",3,2017,165266.1
"Water","Total basic infrastructure",4,1947,180.433
"Water","Total basic infrastructure",4,1948,252.144
"Water","Total basic infrastructure",4,1949,286.374
"Water","Total basic infrastructure",4,1950,307.251
"Water","Total basic infrastructure",4,1951,370.353
"Water","Total basic infrastructure",4,1952,379.795
"Water","Total basic infrastructure",4,1953,396.875
"Water","Total basic infrastructure",4,1954,448.889
"Water","Total basic infrastructure",4,1955,518.633
"Water","Total basic infrastructure",4,1956,619.407
"Water","Total basic infrastructure",4,1957,624.016
"Water","Total basic infrastructure",4,1958,612.943
"Water","Total basic infrastructure",4,1959,630
"Water","Total basic infrastructure",4,1960,683
"Water","Total basic infrastructure",4,1961,737
"Water","Total basic infrastructure",4,1962,754
"Water","Total basic infrastructure",4,1963,960
"Water","Total basic infrastructure",4,1964,1043
"Water","Total basic infrastructure",4,1965,1372
"Water","Total basic infrastructure",4,1966,1187
"Water","Total basic infrastructure",4,1967,1391
"Water","Total basic infrastructure",4,1968,1664
"Water","Total basic infrastructure",4,1969,1516
"Water","Total basic infrastructure",4,1970,1314
"Water","Total basic infrastructure",4,1971,1225.001
"Water","Total basic infrastructure",4,1972,1301
"Water","Total basic infrastructure",4,1973,1301.001
"Water","Total basic infrastructure",4,1974,1646
"Water","Total basic infrastructure",4,1975,2248
"Water","Total basic infrastructure",4,1976,2199
"Water","Total basic infrastructure",4,1977,2036
"Water","Total basic infrastructure",4,1978,2641
"Water","Total basic infrastructure",4,1979,3062.999
"Water","Total basic infrastructure",4,1980,3771.999
"Water","Total basic infrastructure",4,1981,3697.001
"Water","Total basic infrastructure",4,1982,3901
"Water","Total basic infrastructure",4,1983,3593
"Water","Total basic infrastructure",4,1984,4434
"Water","Total basic infrastructure",4,1985,5392
"Water","Total basic infrastructure",4,1986,5905.001
"Water","Total basic infrastructure",4,1987,6735
"Water","Total basic infrastructure",4,1988,6498
"Water","Total basic infrastructure",4,1989,6859
"Water","Total basic infrastructure",4,1990,7769.999
"Water","Total basic infrastructure",4,1991,7989
"Water","Total basic infrastructure",4,1992,7601
"Water","Total basic infrastructure",4,1993,6876
"Water","Total basic infrastructure",4,1994,6929
"Water","Total basic infrastructure",4,1995,7042
"Water","Total basic infrastructure",4,1996,7930.001
"Water","Total basic infrastructure",4,1997,8760
"Water","Total basic infrastructure",4,1998,9378
"Water","Total basic infrastructure",4,1999,9722
"Water","Total basic infrastructure",4,2000,10462.001
"Water","Total basic infrastructure",4,2001,10836
"Water","Total basic infrastructure",4,2002,11618
"Water","Total basic infrastructure",4,2003,12269.001
"Water","Total basic infrastructure",4,2004,12854
"Water","Total basic infrastructure",4,2005,13056
"Water","Total basic infrastructure",4,2006,14448
"Water","Total basic infrastructure",4,2007,15394.999
"Water","Total basic infrastructure",4,2008,15623.2
"Water","Total basic infrastructure",4,2009,15769.4
"Water","Total basic infrastructure",4,2010,15878.601
"Water","Total basic infrastructure",4,2011,15181.8
"Water","Total basic infrastructure",4,2012,14721
"Water","Total basic infrastructure",4,2013,15473
"Water","Total basic infrastructure",4,2014,15536
"Water","Total basic infrastructure",4,2015,15762
"Water","Total basic infrastructure",4,2016,15230
"Water","Total basic infrastructure",4,2017,15718
"Sewer","Total basic infrastructure",4,1947,205.922
"Sewer","Total basic infrastructure",4,1948,323.603
"Sewer","Total basic infrastructure",4,1949,381.299
"Sewer","Total basic infrastructure",4,1950,420.259
"Sewer","Total basic infrastructure",4,1951,452.604
"Sewer","Total basic infrastructure",4,1952,464.828
"Sewer","Total basic infrastructure",4,1953,562.645
"Sewer","Total basic infrastructure",4,1954,613.181
"Sewer","Total basic infrastructure",4,1955,668.685
"Sewer","Total basic infrastructure",4,1956,751.438
"Sewer","Total basic infrastructure",4,1957,849.999
"Sewer","Total basic infrastructure",4,1958,905.759
"Sewer","Total basic infrastructure",4,1959,980
"Sewer","Total basic infrastructure",4,1960,965
"Sewer","Total basic infrastructure",4,1961,995
"Sewer","Total basic infrastructure",4,1962,1160
"Sewer","Total basic infrastructure",4,1963,1035
"Sewer","Total basic infrastructure",4,1964,1428
"Sewer","Total basic infrastructure",4,1965,1314
"Sewer","Total basic infrastructure",4,1966,1436
"Sewer","Total basic infrastructure",4,1967,1194
"Sewer","Total basic infrastructure",4,1968,1716
"Sewer","Total basic infrastructure",4,1969,1561
"Sewer","Total basic infrastructure",4,1970,1826
"Sewer","Total basic infrastructure",4,1971,2132
"Sewer","Total basic infrastructure",4,1972,2291
"Sewer","Total basic infrastructure",4,1973,2740
"Sewer","Total basic infrastructure",4,1974,3736
"Sewer","Total basic infrastructure",4,1975,4015
"Sewer","Total basic infrastructure",4,1976,4523
"Sewer","Total basic infrastructure",4,1977,4373
"Sewer","Total basic infrastructure",4,1978,5538
"Sewer","Total basic infrastructure",4,1979,6073
"Sewer","Total basic infrastructure",4,1980,7170
"Sewer","Total basic infrastructure",4,1981,6483
"Sewer","Total basic infrastructure",4,1982,6237
"Sewer","Total basic infrastructure",4,1983,5772
"Sewer","Total basic infrastructure",4,1984,6899
"Sewer","Total basic infrastructure",4,1985,7474
"Sewer","Total basic infrastructure",4,1986,8004
"Sewer","Total basic infrastructure",4,1987,9481
"Sewer","Total basic infrastructure",4,1988,9628
"Sewer","Total basic infrastructure",4,1989,9783
"Sewer","Total basic infrastructure",4,1990,10605
"Sewer","Total basic infrastructure",4,1991,10711
"Sewer","Total basic infrastructure",4,1992,11455
"Sewer","Total basic infrastructure",4,1993,10673
"Sewer","Total basic infrastructure",4,1994,9652
"Sewer","Total basic infrastructure",4,1995,9948
"Sewer","Total basic infrastructure",4,1996,10644
"Sewer","Total basic infrastructure",4,1997,10501
"Sewer","Total basic infrastructure",4,1998,9703
"Sewer","Total basic infrastructure",4,1999,10207
"Sewer","Total basic infrastructure",4,2000,10126
"Sewer","Total basic infrastructure",4,2001,10698
"Sewer","Total basic infrastructure",4,2002,11566
"Sewer","Total basic infrastructure",4,2003,12833
"Sewer","Total basic infrastructure",4,2004,14006
"Sewer","Total basic infrastructure",4,2005,14444
"Sewer","Total basic infrastructure",4,2006,16228
"Sewer","Total basic infrastructure",4,2007,18197
"Sewer","Total basic infrastructure",4,2008,19845.2
"Sewer","Total basic infrastructure",4,2009,20719.4
"Sewer","Total basic infrastructure",4,2010,21529.6
"Sewer","Total basic infrastructure",4,2011,21018.799
"Sewer","Total basic infrastructure",4,2012,18860
"Sewer","Total basic infrastructure",4,2013,17638
"Sewer","Total basic infrastructure",4,2014,17478
"Sewer","Total basic infrastructure",4,2015,18437.001
"Sewer","Total basic infrastructure",4,2016,18499.001
"Sewer","Total basic infrastructure",4,2017,17869
"Conservation and development","Total basic infrastructure",4,1947,282
"Conservation and development","Total basic infrastructure",4,1948,406
"Conservation and development","Total basic infrastructure",4,1949,425
"Conservation and development","Total basic infrastructure",4,1950,442
"Conservation and development","Total basic infrastructure",4,1951,569
"Conservation and development","Total basic infrastructure",4,1952,603
"Conservation and development","Total basic infrastructure",4,1953,612
"Conservation and development","Total basic infrastructure",4,1954,545
"Conservation and development","Total basic infrastructure",4,1955,514
"Conservation and development","Total basic infrastructure",4,1956,623
"Conservation and development","Total basic infrastructure",4,1957,734
"Conservation and development","Total basic infrastructure",4,1958,785
"Conservation and development","Total basic infrastructure",4,1959,814
"Conservation and development","Total basic infrastructure",4,1960,899
"Conservation and development","Total basic infrastructure",4,1961,1009
"Conservation and development","Total basic infrastructure",4,1962,1127
"Conservation and development","Total basic infrastructure",4,1963,1281
"Conservation and development","Total basic infrastructure",4,1964,1337
"Conservation and development","Total basic infrastructure",4,1965,1560
"Conservation and development","Total basic infrastructure",4,1966,1669
"Conservation and development","Total basic infrastructure",4,1967,1661
"Conservation and development","Total basic infrastructure",4,1968,1633
"Conservation and development","Total basic infrastructure",4,1969,1563
"Conservation and development","Total basic infrastructure",4,1970,1676
"Conservation and development","Total basic infrastructure",4,1971,1760
"Conservation and development","Total basic infrastructure",4,1972,1801
"Conservation and development","Total basic infrastructure",4,1973,1836
"Conservation and development","Total basic infrastructure",4,1974,2143
"Conservation and development","Total basic infrastructure",4,1975,2468
"Conservation and development","Total basic infrastructure",4,1976,2642
"Conservation and development","Total basic infrastructure",4,1977,2803
"Conservation and development","Total basic infrastructure",4,1978,3387
"Conservation and development","Total basic infrastructure",4,1979,3742
"Conservation and development","Total basic infrastructure",4,1980,4116
"Conservation and development","Total basic infrastructure",4,1981,4367
