supplier,recipient,no_ordered,weapon_designation,weapon_description,year_of_order,year_of_delivery,no_delivered,comments
United States,Rwanda,2,Cessna-208 Caravan,Light transport ac,2020,,,$10.1 m deal; aid; for peacekeeping forces; Cessna-208EX version; delivery planned 2022
United States,Saudi Arabia,-193,AAQ-13 LANTIRN,Combat ac radar,-2011,2016-2020,-124,For F-15SA combat aircraft
United States,Saudi Arabia,-600,AGM-88 HARM,ARM,-2011,2018-2020,-300,AGM-88B version
United States,Saudi Arabia,84,F-15 Advanced Eagle,FGA aircraft,2011,2016-2020,-84,Part of $29 b deal; F-15SA version
United States,Saudi Arabia,68,F-15 Advanced Eagle,FGA aircraft,2011,2016-2020,-7,Part of $29 b deal; Saudi F-15S rebuilt to F-15SA; delivery planned 2016-2026
United States,Saudi Arabia,-158,AAQ-33 Sniper,Aircraft EO system,2012,2016-2020,-82,For F-15SA combat aircraft
United States,Saudi Arabia,-400,Harpoon Block-2,Anti-ship missile/SSM,-2012,2016-2020,-400,AGM-84L version; for F-15SA combat aircraft
United States,Saudi Arabia,1000,GBU-39 SDB,Guided bomb,-2013,2017-2020,-800,
United States,Saudi Arabia,-742,C13,Diesel engine,2014,2018-2020,-535,For 742 LAV-700 armoured vehicles from Canada
United States,Saudi Arabia,-400,Harpoon Block-2,Anti-ship missile/SSM,-2016,2020,-50,AGM-84L version; for F-15SA combat aircraft
United States,Saudi Arabia,-2,King Air-350 ISR,AGS aircraft,2016,2019-2020,-2,
United States,Saudi Arabia,153,M-1A2S,Tank,2016,2018-2020,-153,
United States,Saudi Arabia,-20,M-88A2 HERCULES,ARV,-2016,2019-2020,-20,
United States,Saudi Arabia,618,AGM-154 JSOW,Guided bomb,2017,2019-2020,-350,$302 m deal; JSOW-C Block-3 version
United States,Saudi Arabia,24,AH-64E Apache,Combat helicopter,2017,,,Delivery planned by end-2022
United States,Saudi Arabia,8,CH-47F Chinook,Transport helicopter,2017,,,Delivery planned 2021
United States,Saudi Arabia,130,MIM-104F PAC-3,ABM,2017,2020,-130,PAC-3 CRI version
United States,Saudi Arabia,4,MMSC,Frigate,2017,,,
United States,Saudi Arabia,-10,PTDS,AGS aerostat,2017,,,74K Persistent Threat Detection System (PTDS) Aerostats
United States,Saudi Arabia,-100,RIM-116A RAM,SAM,-2017,,,For SeaRam SAM system on MMSC frigates
United States,Saudi Arabia,-512,RIM-162 ESSM,SAM,-2017,,,For MMSC frigates
United States,Saudi Arabia,-57,S-70/UH-60L,Helicopter,2017,2018-2020,-30,UH-60M version; including 8 for National Guard
United States,Saudi Arabia,650,AGM-84H SLAM-ER,ASM,-2018,,,$2 b deal; for F-15SA combat aircraft; delivery probably planned 2021/2022-2028
United States,Saudi Arabia,,MIM-104F PAC-3,ABM,2018,,,Delivery planned by 2024
United States,Saudi Arabia,,MIM-104F PAC-3,ABM,2018,,,$279 m deal; PAC-3 CRI version; delivery planned by 2023
United States,Saudi Arabia,5,Mk-41,Naval SAM system,-2018,,,For 5 Avante-2200 frigates from Spain
United States,Saudi Arabia,7,THAAD,ABM system,2018,,,Delivery planned 2021-2027
United States,Saudi Arabia,360,THAAD missile,ABM missile,2018,,,
United States,Saudi Arabia,-45000,Paveway,Guided bomb,2019,2019-2020,-20000,Incl Enhanced Paveway version
United States,Saudi Arabia,-4000,Paveway,Guided bomb,2019,2020,-500,Paveway-4 version
United States,Senegal,-2,CT7,Turboprop,-2018,,,For 1 CN-235 MP aircraft from Indonesia
United States,Senegal,-4,FJ44-4,Turbofan,2018,,,For 4 L-39NG trainer/combat aircraft from Czech Republic
United States,Senegal,2,TPE-331,Turboprop,2018,,,For 1 C-212 MP aircraft from Indonesia
United States,Singapore,-70,APG-83 SABR,Combat ac radar,2015,2017-2020,-40,For modernization of 70 F-16 combat aircraft; delivery planned 2017-2023
United States,Singapore,-16,CH-47F Chinook,Transport helicopter,-2016,,,Delivery planned from 2021
United States,Singapore,-250,GBU-39 SDB,Guided bomb,2017,2020,-250,
United States,Singapore,4,F-35B Lightning-2,FGA aircraft,-2020,,,Delivery planned 2026
United States,Slovakia,30,AIM-120C AMRAAM,BVRAAM,2018,,,AIM-120C-7 version; for F-16V combat aircraft
United States,Slovakia,98,AIM-9X Sidewinder,BVRAAM,2018,,,For F-16V combat aircraft
United States,Slovakia,14,F-16V Viper,FGA aircraft,2018,,,EUR1.6 b ($1.8 b) deal; delivery planned 2022-2024
United States,Slovakia,-4,AE-2100,Turboprop,-2020,,,For 2 C-27J transport aircraft from Italy
United States,Slovenia,38,L-ATV,APV,2018,,,EUR16 m ($19 m) deal; Slovenian designation LKOV 4X4; delivery planned 2021-2023
United States,South Korea,-6,F135-100,Turbofan,2014,2018-2020,-4,Spares for F-35A combat aircraft
United States,South Korea,40,F-35A Lightning-2,FGA aircraft,2014,2018-2020,-26,KRW7.3 tr ($7 b) 'FX-3' programme (offsets incl technology transfer); delivery planned 2018-2021
United States,South Korea,9,Mk-15 Phalanx,CIWS,2014,2018,2,$123 m deal; Phalanx Block-1B version for 8 Daegu (improved Incheon or FFX Batch-2) frigates and 1 Soyan (AOE-2) support ship produced in South Korea
United States,South Korea,134,APG-83 SABR,Combat ac radar,-2015,2020,-5,For modernization of 134 F-16 combat aircraft; delivery planned by 2025
United States,South Korea,-32,C32,Diesel engine,-2015,2017-2020,-16,For 16 PKX-B FAC produced in South Korea
United States,South Korea,32,LM-500,Gas turbine,-2015,2017-2020,-16,For 16 PKX-B FAC produced in South Korea
United States,South Korea,2,Mk-15 Phalanx,CIWS,-2015,,,For 1 Dokdo AALS produced in South Korea
United States,South Korea,8,Patriot PAC-3,SAM/ABM system,-2015,2017-2020,-8,South Korean Patriot PAC-2 SAM system rebuilt to Patriot PAC-3 SAM/ABM system
United States,South Korea,-240,F414,Turbofan,-2016,,,F414-GE-400K version; for KF-21 (KFX) combat aircraft produced in South Korea
United States,South Korea,3,SPY-1D,Air search radar,2016,,,For 3 KDX-3 destroyers produced in South Korea
United States,South Korea,-17,Standard Missile-2MR,SAM,-2016,2020,-9,SM-2MR Block-3B version
United States,South Korea,89,AGM-65 Maverick,ASM,-2017,,,
United States,South Korea,-7,Mk-45-4 127mm,Naval gun,-2017,,,For 7 Daegu (FFX-2) frigates produced in South Korea
United States,South Korea,60,AIM-9X Sidewinder,BVRAAM,2018,2020,-30,
United States,South Korea,-542,GBU-39 SDB,Guided bomb,-2018,2019-2020,-542,
United States,South Korea,,GMLRS,Guided rocket,2018,2020,-500,For MLRS MRL; delivery by 2022
United States,South Korea,6,P-8A Poseidon,ASW aircraft,2018,,,Delivery planned from 2022
United States,South Korea,,Standard Missile-2MR,SAM,-2018,,,For KDX-3 destroyers
United States,South Korea,,AIM-120C AMRAAM,BVRAAM,2019,,,AIM-120C-7 version
United States,South Korea,,AIM-120D AMRAAM,BVRAAM,-2019,,,
United States,South Korea,12,LM-2500,Gas turbine,-2019,,,For 3 Sejong the Great (KDX-3 Batch-2) destroyers produced in South Korea
United States,South Korea,-64,MIM-104F PAC-3,ABM,-2019,2020,-64,
United States,South Korea,-1,APS-153,MP aircraft radar,-2020,,,Spare for MH-60R ASW helicopters
United States,South Korea,-20,F404,Turbofan,-2020,,,For 20 TA-50 trainer/combat aircraft produced in South Korea
United States,South Korea,,Harpoon Block-2,Anti-ship missile/SSM,-2020,,,Possibly UGM-84L Block-2 version
United States,South Korea,12,MH-60R Seahawk,ASW helicopter,-2020,,,KRW960 b ($881 m) 'Maritime Operation Helicopter Batch-2' programme; delivery planned by 2025
United States,South Korea,-31,Mk-54 MAKO 324mm,ASW torpedo,2020,,,Mk-54 Mod-0 version; delivery planned by 2023
United States,South Korea,-1,T-700,Turboshaft,-2020,,,Spare for MH-60R ASW helicopters
United States,Spain,JDAM,Guided bomb,2016,,,,
United States,Spain,4,MQ-9 Reaper,Armed UAV,2016,2019-2020,4,EUR158-161 m deal; incl for ASW; Spanish designation NR.05
United States,Spain,2,S-70/UH-60L,Helicopter,2017,,,Second-hand SH-60F ASW version modified to transport version before delivery; delivery planned 2021
United States,Spain,17,CH-47F Chinook,Transport helicopter,2018,,,EUR1.1 b deal; Spanish CH-47D rebuilt to CH-47F version
United States,Spain,,RIM-162 ESSM Block-2,SAM,-2018,,,Incl for F-110 frigates; selected 2018 but probably not yet ordered by end-2020
United States,Spain,-2,S-70/UH-60L,Helicopter,-2018,,,Second-hand SH-60F ASW version modified to transport version before delivery
United States,Spain,5,AN/SPY-7,Air search radar,2019,,,For 5 F-110 frigates produced in Spain
United States,Spain,2,S-70/UH-60L,Helicopter,-2019,,,Second-hand SH-60F ASW version modified to transport version before delivery; EUR36 m deal; delivery planned 2022-2023
United States,Sweden,-60,F414,Turbofan,-2013,,,For 60 Gripen-E combat aircraft produced in Sweden
United States,Sweden,4,APS-143(V),MP aircraft radar,-2015,,,For 4 NH-90 transport aircraft modified to ASW version
United States,Sweden,,MIM-104C PAC-2,SAM,2018,,,MIM-104E GEM-T version; Swedish designation Rb-103a
United States,Sweden,-200,MIM-104F PAC-3,ABM,2018,,,Swedish designation Rb-103b
United States,Sweden,4,Patriot PAC-3,SAM/ABM system,2018,,,Swedish designation EldE-103
United States,Taiwan,-955,C-9,Diesel engine,-2005,2014-2020,-755,For 650 CM-32 APC and 305 CM-34 IFV produced in Taiwan
United States,Taiwan,144,APG-83 SABR,Combat ac radar,-2014,2019-2020,-37,For modernization of 141 F-16 combat aircraft in 'Phoenix Rising' programme; delivery planned 2019-2023
United States,Taiwan,36,AAV-7A1,APC,2016,2020,-12,TWD5.8 b ($180 m) deal; second-hand AAV-7A1 rebuilt to AAV-7A1RAM/RS before delivery; incl 2 command post and 2 ARV versions; delivery planned 2020-2021
United States,Taiwan,-13,Mk-15 Phalanx,CIWS,2016,,,Possibly incl for For Tuo Jiang corvettes produced in Taiwan
United States,Taiwan,-56,AGM-154 JSOW,Guided bomb,-2017,,,
United States,Taiwan,-132,F-125,Turbofan,-2017,,,For 66 AT-5 trainer/combat aircraft produced in Taiwan
United States,Taiwan,-208,FGM-148 Javelin,Anti-tank missile,2017,2020,-208,
United States,Taiwan,250,FIM-92 Stinger,Portable SAM,-2017,2019-2020,-250,Stinger Block-1-92 version; incl for use on Tuo Jiang corvettes and Guang Hua-4 FAC
United States,Taiwan,16,Standard Missile-2MR,SAM,2017,2020,-8,
United States,Taiwan,18,AAQ-33 Sniper,Aircraft EO system,2018,2020,-6,$84 m deal; for F-16 combat aircraft
United States,Taiwan,460,BGM-71F TOW-2B,Anti-tank missile,2018,2020,-230,TWD3.8 b ($130 m) deal; BGM-71F TOW-2B ARF version
United States,Taiwan,-46,Mk-48 Mod-5 ADCAP,AS/ASW torpedo,2018,,,For Zwaardvis (Hai Lung) submarines
United States,Taiwan,-1240,BGM-71F TOW-2B,Anti-tank missile,2019,,,TWD7.5 b ($256 m) deal
United States,Taiwan,66,F-16V Viper,FGA aircraft,2019,,,TWD247 b ($8.2 b) deal; delivery planned by end-2026
United States,Taiwan,-400,FGM-148 Javelin,Anti-tank missile,-2019,,,NTD3.2 b ($112 m) deal; delivery planned 2022
United States,Taiwan,-254,FIM-92 Stinger,Portable SAM,-2019,,,Stinger Block-1-92F version
United States,Taiwan,108,M-1A2 Abrams,Tank,2019,,,M-1A2T version; delivery planned 2023-2026
United States,Taiwan,-14,M-88A2 HERCULES,ARV,2019,,,
United States,Taiwan,-50,AGM-88 HARM,ARM,-2020,,,Second-hand but modernized before delivery
United States,Taiwan,6,DB-110,Aircraft recce system,-2020,,,MS-110 version; delivery planned 2022-2023; selected 2020 but possibly not yet ordered by end-2020
United States,Taiwan,18,Mk-48 Mod-5 ADCAP,AS/ASW torpedo,-2020,,,Second-hand; Mk-48 Mod-6AT version; for Zwaardvis (Hai Lung) submarines
United States,Thailand,-8,F404,Turbofan,2017,2019-2020,-8,For 8 T-50 trainer/combat aircraft from South Korea
United States,Thailand,8,AH-6S,Combat helicopter,-2019,,,AH-6i version; selected 2019 but not yet ordered by end-2020
United States,Thailand,3,Cessna-180 Skywagon,Light aircraft,-2019,2020,3,Cessna-182T version
United States,Thailand,60,Piranha-3,APC,2019,2019-2020,-60,Second-hand; $80 m deal (incl 23 vehicles as aid); Stryker version
United States,Thailand,3,S-70/UH-60A,Helicopter,-2019,2020,3,Second-hand
United States,Thailand,5,S-70/UH-60L,Helicopter,-2019,,,S-70i version; delivery probably planned 2021
United States,Thailand,2,Cessna-208 Caravan,Light transport ac,2020,,,THB300 m ($10 m) deal; Cessna-208B version
United States,Thailand,1,Gulfstream-5,Light transport ac,-2020,,,G-500 version; for VIP transport
United States,Thailand,8,Harpoon Block-2,Anti-ship missile/SSM,2020,,,
United States,Thailand,-70,Piranha-3,APC,-2020,,,Second-hand; THB6.3 b ($200 m) deal; Stryker version; selected but not yet ordered by end-2020
United States,Thailand,-12,PT6,Turboprop/turboshaft,2020,,,For 12 PC-9 (T-6C) trainer aircraft from USA
United States,Tunisia,4,S-70/UH-60L,Helicopter,2016,2019-2020,-4,$38 m deal
United States,Tunisia,-82,WGU-59 APKWS,ASM/anti-tank missile,-2019,,,
United States,Turkey,2,Mk-15 Phalanx,CIWS,-2015,,,For 1 BPE (Anadolu) AALS from Spain
United States,Turkey,4,LM-2500,Gas turbine,-2016,,,For 4 TF-100 (I or MilGem-G) frigates produced in Turkey
United States,Turkey,4,Mk-15 Phalanx,CIWS,-2016,,,For 4 TF-100 (I or MilGem-G) frigates produced in Turkey
United States,Turkey,4,Mk-41,Naval SAM system,-2016,,,For 4 TF-100 (I or MilGem-G) frigates produced in Turkey
United States,Turkey,-150,RIM-116A RAM,SAM,-2016,,,For TF-100 (I or MilGem-G) frigates and BPE (Anadolu) AALS
United States,Turkey,-529,ISL,Diesel engine,2017,2018-2020,-529,For 529 Kipri-1 APC produced in Turkey
United States,Turkey,-57,ISL,Diesel engine,2018,2019-2020,-57,For 57 Hizir APC produced in Turkey
United States,Turkey,658,JDAM,Guided bomb,2018,2019,-300,
United States,UAE,-200,RIM-116A RAM,SAM,-2016,2018-2020,-200,RAM-116 Block-1A and Block-2 version; for Baynunah and FOPV-850 (Arialah) corvettes
United States,UAE,-400,C-9,Diesel engine,2017,2018-2019,-100,For 400 Rabdan IFV; designation uncertain (reported as 'Caterpillar diesel engine').
United States,UAE,-13640,Paveway,Guided bomb,2017,2018-2020,-9000,AED2.5 b ($680 m) deal; GBU-10 Paveway-2 and GBU-12 Paveway-2 versions
United States,UAE,38,AH-64E Apache,Combat helicopter,2018,,,Including 28 UAE AH-64D rebuilt to AH-64E
United States,UAE,300,AIM-9X Sidewinder,BVRAAM,2018,2019-2020,-200,
United States,UAE,-60,MIM-104F PAC-3,ABM,2018,,,PAC-3 MSE version; for Patriot SAM systems
United States,UAE,,Patriot PAC-3,SAM/ABM system,2018,,,$1.6 b deal
United States,UAE,,RIM-162 ESSM,SAM,2018,,,For Gowind-2500 frigates
United States,UAE,,AGM-65 Maverick,ASM,2019,,,
United States,UAE,,MIM-104C PAC-2,SAM,2019,,,$356 m deal; Patriot GEM-T version; for Patriot SAM systems
United States,UAE,-452,MIM-104F PAC-3,ABM,2019,2020,-50,PAC-3 MSE version; for Patriot SAM systems; delivery planned by end-2024
United States,UAE,2,Mk-48 GMVLS,Naval SAM system,-2019,,,For 2 Gowind-2500 frigates from France
United States,UAE,-5,ScanEagle,UAV,2019,2020,-5,
United States,UAE,-25,AAQ-33 Sniper,Aircraft EO system,2020,,,For Mirage-2000 combat aircraft
United States,UAE,-50,F-35A Lightning-2,FGA aircraft,-2020,,,Selected but not yet ordered by end-2020
United States,UAE,331,FGM-148 Javelin,Anti-tank missile,2020,2020,-331,
United States,UAE,-15,MQ-9 Reaper,UAV,-2020,,,Selected but not yet ordered by end-2020
United States,Ukraine,-50,HMMWV Up-Armoured,APV,2015,2015,30,Second-hand; 'Ukrainian Security Assistance Initiative' aid; M-1114 and M-1151 versions
United States,Ukraine,-150,FGM-148 Javelin,Anti-tank missile,2019,2020,-150,
United States,Ukraine,3,Island,Patrol craft,-2019,,,Second-hand; delivery planned 2021
United States,United Kingdom,9,P-8A Poseidon,ASW aircraft,2016,2019-2020,-5,GBP3 b ($3.9 b) deal; UK designation Poseidon MRA-1; delivery planned 2019-2021
United States,United Kingdom,-16,Protector CPB,Armed UAV,2016,,,GBP415 m ($607 m) 'Protector' programme; Certifiable Protector-B version; delivery planned from 2024
United States,United Kingdom,-8,Mk-41,Naval SAM system,2017,,,For 8 Type-26 frigate produced in UK
United States,United Kingdom,-737,L-ATV,APV,-2018,,,'Multi Role Vehicle Protected (MRV-P) Group-1' programme; selected 2018 but not yet ordered end-2020
United States,United Kingdom,,Mk-54 MAKO 324mm,ASW torpedo,-2018,,,For P-8A ASW aircraft
United States,United Kingdom,4,PC-9,Trainer aircraft,-2019,2020,4,Part of 'MFTS' programme; for UK company for training UK armed forces in 'MFTS' programme; T-6C version; UK designation Texan T-1
United States,Unknown recipient(s),-5,AAQ-33 Sniper,Aircraft EO system,-2018,2020,-5,
United States,Unknown recipient(s),-5,AAQ-33 Sniper,Aircraft EO system,-2018,2020,-5,
United States,Unknown recipient(s),,AE-2100,Turboprop,2020,,,For C-27J transport aircraft from Italy
United States,Viet Nam,1,Hamilton,OPV,2019,,,Second-hand; for coast guard; aid
United States,Viet Nam,6,ScanEagle,UAV,2019,,,'Maritime Security Initiative' aid; possibly for coast guard; delivery planned by 2022
Unknown supplier(s),Benin,-2,AS-350/AS-550 Fennec,Light helicopter,-2020,2020,-2,Probably second-hand; AS-550 version
Unknown supplier(s),Ecuador,-2,AW119 Koala,Light helicopter,2019,2019-2020,-2,Second-hand
Unknown supplier(s),Honduras,1,Bo-105,Light helicopter,2019,2020,1,Second-hand
Unknown supplier(s),Liberia,3,Cougar,APV,-2019,2020,-3,
,,,,,,,,
,,,,,,,,
  ,,,,,,,,
